"Estación de Peaje","Año","Mes","Código Estación","Departamento","TRAFICO EFECTIVO I","TRAFICO EFECTIVO IE","TRAFICO EFECTIVO  IEA","TRAFICO EFECTIVO  IEB","TRAFICO EFECTIVO IEE","TRAFICO EFECTIVO  IEQ","TRAFICO EFECTIVO II","TRAFICO EFECTIVO IIA","TRAFICO EFECTIVO IIE","TRAFICO EFECTIVO IIEE","TRAFICO EFECTIVO IIEQ","TRAFICO EFECTIVO IIE REV","TRAFICO EFECTIVO III","TRAFICO EFECTIVO IIIE","TRAFICO EFECTIVO  IIIP","TRAFICO EFECTIVO  IIIG","TRAFICO EFECTIVO IV","TRAFICO EFECTIVO VI","TRAFICO EFECTIVO VII","TRAFICO EFECTIVO  IEB 2","TRAFICO EFECTIVO  IVE","TRAFICO EFECTIVO V","TRAFICO EFECTIVO V (B)","TRAFICO EFECTIVO  V (B-A)","TRAFICO EFECTIVO  V E","Tráfico Total","VEHÍCULOS IPREV I","VEHÍCULOS IPREV IE","VEHÍCULOS IPREV IEA","VEHÍCULOS IPREV IEB","VEHÍCULOS IPREV IEQ","VEHÍCULOS IPREV II","VEHÍCULOS IPREV IIE","VEHÍCULOS IPREV IIEE","VEHÍCULOS IPREV IIEQ","VEHÍCULOS IPREV III","VEHÍCULOS IPREV IIIE","VEHÍCULOS IPREV IIIP","VEHÍCULOS IPREV IIIG","VEHÍCULOS IPREV IV","VEHÍCULOS IPREV IVE","VEHÍCULOS IPREV V","VEHÍCULOS IPREV VB","VEHÍCULOS IPREV VE","VEHÍCULOS IPREV VI","VEHÍCULOS IPREV VII","TOTAL VEH IPREV","EJES IPREV Ejes Grua","EJES IPREV Ejes Remolque","EJES IPREV Ejes Adicionales","EJES IPREV Ejes Cañeros","TOTAL EJES","EJES EFECTIVO Ejes Grua","EJES EFECTIVO Ejes Remolque","EJES EFECTIVO Ejes Adicionales","EJES EFECTIVO Ejes Cañeros","TOTAL EJES 2","TIQUETES PREPAGO I","TIQUETES PREPAGO IE","TIQUETES PREPAGO IEA","TIQUETES PREPAGO IEB","TIQUETES PREPAGO IEQ","TIQUETES PREPAGO II","TIQUETES PREPAGO III","TIQUETES PREPAGO IIE","TIQUETES PREPAGO IIEE","TIQUETES PREPAGO IIEQ","TIQUETES PREPAGO III 2","TIQUETES PREPAGO IIIE","TIQUETES PREPAGO IIIP","TIQUETES PREPAGO IIIG","TIQUETES PREPAGO IV","TIQUETES PREPAGO IVE","TIQUETES PREPAGO V","TIQUETES PREPAGO VB","TIQUETES PREPAGO VE","TIQUETES PREPAGO VI","TIQUETES PREPAGO VII","Total Prepagos","EVASORES UNIDAD I","EVASORES UNIDAD IE","EVASORES UNIDAD IEA","EVASORES UNIDAD IEB","EVASORES UNIDAD IEQ","EVASORES UNIDAD II","EVASORES UNIDAD IIE","EVASORES UNIDAD IIEE","EVASORES UNIDAD IIEQ","EVASORES UNIDAD III","EVASORES UNIDAD IIIE","EVASORES UNIDAD IIIG","EVASORES UNIDAD IIIP","EVASORES UNIDAD IV","EVASORES UNIDAD IVE","EVASORES UNIDAD V","EVASORES UNIDAD VI","EVASORES UNIDAD VII","EVASORES UNIDAD VB","EVASORES UNIDAD VE","Total Evasores","VEH RES 3694 DE 2007 IE","VEH RES 3694 DE 2007 IIE","VEH RES 3694 DE 2007 Total","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES3694)","EXENTOS RES0000015 (Koran)","EXENTOS  -  LEY 787 2002 I","EXENTOS  -  LEY 787 2002 II","EXENTOS  -  LEY 787 2002 III","EXENTOS  -  LEY 787 2002 IIIP","EXENTOS  -  LEY 787 2002 IIIG","EXENTOS  -  LEY 787 2002 IV","EXENTOS  -  LEY 787 2002 V","EXENTOS  -  LEY 787 2002 VB","EXENTOS  -  LEY 787 2002 VI","EXENTOS  -  LEY 787 2002 VII","EXENTOS  -  LEY 787 2002 Total Exentos","EA","EG","ER","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES 3694+EXENTOS)","EXENTOS RES0000015 (Koran) 2","EXENTOS EMERGENCIA VIAL CAT I","EXENTOS EMERGENCIA VIAL CAT II","EXENTOS EMERGENCIA VIAL TOTAL","EXONERADOS INVIAS I","EXONERADOS INVIAS II","EXONERADOS INVIAS III","EXONERADOS INVIAS IV","EXONERADOS INVIAS V","EXONERADOS INVIAS VI","EXONERADOS INVIAS VII","EXONERADOS INVIAS IIIP","EXONERADOS INVIAS IIIG","TOTAL EXONERADOS INVIAS"
"GAMARRA","2019","Febrero","#N/D","CESAR","0","5,548",,,,,"9",,"624",,,,"79","58",,,"9","0","0",,"1","17",,"0","8","6353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2019","Febrero","#N/D","CESAR","5,820","88",,,,,"2,192",,"0",,,,"110","56",,,"133","0","0",,"33","1,053",,"0","449","9934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2019","Febrero","00051","CESAR","14,272","2,800",,,,,"811",,"0",,,,"1,128","0",,,"818","111","364",,"0","167",,"50","0","20521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2019","Febrero","00052","CESAR","5,184","0",,,,,"622",,"0",,,,"702","0",,,"650","99","389",,"0","126",,"56","0","7828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2019","Febrero","00032","GUAJIRA","16,989","4,933",,,,,"810",,"0",,,,"820","0",,,"613","106","308",,"0","106",,"22","0","24707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2019","Febrero","00054","ANTIOQUIA","9,578","1,324",,,,,"1,586",,"8",,,,"3,086","5",,,"1,802","1,434","1,978",,"25","1,379",,"0","0","22205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2019","Febrero","00055","ANTIOQUIA","7,609","0",,,,,"968",,"0",,,,"3,357","0",,,"1,814","1,096","1,843",,"0","1,050",,"0","0","17737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENCAR","2019","Febrero","00056","VALLE DEL CAUCA","21,930","35",,,,,"5,833",,"0",,,,"795","0",,,"806","0","0",,"0","655",,"0","0","30054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITO","2019","Febrero","00057","VALLE DEL CAUCA","47,477","0",,,,,"17,827",,"0",,,,"1,662","0",,,"1,931","0","0",,"0","3,177",,"0","0","72074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CIAT","2019","Febrero","00058","VALLE DEL CAUCA","33,770","9,236",,,,,"6,810",,"951",,,,"575","0",,,"709","0","0",,"0","508",,"0","0","52559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTAMBUL","2019","Febrero","00059","VALLE DEL CAUCA","58,782","10,282",,,,,"6,827",,"971",,,,"702","0",,,"169","0","0",,"0","93",,"0","0","77826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDIACANOA","2019","Febrero","00060","VALLE DEL CAUCA","16,652","0",,,,,"8,265",,"0",,,,"1,952","0",,,"3,360","0","0",,"0","5,910",,"0","0","36139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PASO DE LA TORRE","2019","Febrero","00061","VALLE DEL CAUCA","2,573","0",,,,,"885",,"0",,,,"325","0",,,"576","0","0",,"0","462",,"0","0","4821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROZO","2019","Febrero","00062","VALLE DEL CAUCA","13,822","2",,,,,"4,258",,"0",,,,"138","0",,,"262","0","0",,"0","150",,"0","0","18632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VILLARICA","2019","Febrero","00063","CAUCA","31,602","2,813",,,,,"12,109",,"2,493",,,,"1,009","0",,,"913","0","0",,"0","1,834",,"0","0","52773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNIA","2019","Febrero","00064","CAUCA","21,249","274",,,,,"10,019",,"147",,,,"817","0",,,"820","0","0",,"0","1,793",,"0","0","35119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2019","Febrero","00065","VALLE DEL CAUCA",,,,,,,,,,,,,,,,,,,,,,,,"0",,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2019","Febrero","00005","BOYACA","55,381","0",,,,,"22,534",,"0",,,,"2,862","0",,,"788","0","0",,"0","7,740",,"0","0","89305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2019","Febrero","00006","CUNDINAMARCA","22,426","701",,,,,"22,059",,"0",,,,"4,595","0",,,"4,269","0","0",,"0","7,379",,"0","0","61429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2019","Febrero","00007","TOLIMA","42,295","0",,,,,"55,983",,"0",,,,"16,365","0",,,"10,007","0","0",,"0","32,969",,"0","0","157619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2019","Febrero","00009","CORDOBA","17,805","0",,,,,"2,596",,"0",,,,"7,496","0",,,"6,589","6,193","14,026",,"0","5,034",,"0","0","59739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2019","Febrero","00012","BOYACA","28,499","10,881",,,,,"15,964",,"4,876",,,,"2,688","0",,,"2,339","0","0",,"0","4,875",,"0","0","70122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2019","Febrero","00013","CAUCA","37,995","0",,,,,"33,630",,"0",,,,"3,297","0",,,"3,941","0","0",,"0","7,911",,"0","0","86774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2019","Febrero","00020","ANTIOQUIA","31,812","1,041",,,,,"30,075",,"1,707",,,,"6,779","0",,,"5,440","0","0",,"0","12,861",,"0","0","89715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2019","Febrero","00027","SANTANDER","35,135","0",,,,,"24,301",,"0",,,,"4,381","0",,,"3,147","0","0",,"0","18,369",,"0","0","85333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2019","Febrero","00028","VALLE DEL CAUCA","18,436","0",,,,,"7,361",,"0",,,,"2,109","0",,,"2,041","0","0",,"0","4,107",,"0","0","34054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2019","Febrero","00030","BOYACA","78,596","0",,,,,"17,391",,"0",,,,"1,509","0",,,"298","0","0",,"0","376",,"0","0","98170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2019","Febrero","00031","CALDAS","24,016","0",,,,,"16,088",,"0",,,,"3,391","0",,,"2,515","0","0",,"0","4,904",,"0","0","50914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2019","Febrero","00036","ANTIOQUIA","22,420","1,579",,,,,"23,528",,"0",,,,"4,939","0",,,"5,371","0","0",,"0","12,904",,"0","0","70741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2019","Febrero","00037","VALLE DEL CAUCA","10,651","2,559",,,,,"7,529",,"0",,,,"2,454","0",,,"1,598","0","0",,"0","3,581",,"0","0","28372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2019","Febrero","00045","NARIÑO","29,590","0",,,,,"26,724",,"0",,,,"0","0",,,"0","0","0",,"0","0",,"0","0","56314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAZA","2019","Febrero","00046","NARIÑO","0","0",,,,,"0",,"0",,,,"2,735","0",,,"3,552","0","0",,"0","7,508",,"0","0","13795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITOS II","2019","Febrero","00066","RISARALDA",,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2019","Febrero","00039","CUNDINAMARCA","117,977","0",,,,,"50,270",,"0",,,,"10,438","0",,,"5,705","0","0",,"0","11,263",,"0","0","195653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2019","Febrero","00040","BOYACA","29,164","502",,,,,"22,397",,"0",,,,"1,901","0",,,"2,413","0","0",,"0","4,637",,"0","0","61014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2019","Febrero","00041","SANTANDER","30,577","4,345",,,,,"26,448",,"35",,,,"2,617","0",,,"2,885","0","0",,"0","10,916",,"0","0","77823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2019","Febrero","00042","SANTANDER","43,335","0",,,,,"32,001",,"0",,,,"2,971","0",,,"2,957","0","0",,"0","11,096",,"0","0","92360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2019","Febrero","00043","SANTANDER","47,391","0",,,,,"34,906",,"0",,,,"6,566","0",,,"3,439","0","0",,"0","11,219",,"0","0","103521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2019","Febrero","00044","SANTANDER","21,309","0",,,,,"26,902",,"0",,,,"7,395","0",,,"9,453","0","0",,"0","25,670",,"0","0","90729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUAS NEGRAS","2019","Febrero","00045","SANTANDER","27,913","0",,,,,"35,931",,"0",,,,"8,074","0",,,"9,663","0","0",,"0","27,034",,"0","0","108615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2019","Febrero","00046","SANTANDER","16,674","0",,,,,"21,908",,"0",,,,"8,435","0",,,"10,850","0","0",,"0","31,625",,"0","0","89492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","2019","Febrero","00047","CESAR","49,490","0",,,,,"41,893",,"0",,,,"10,382","0",,,"12,046","0","0",,"0","41,267",,"0","0","155078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2019","Febrero","#N/D","CESAR","33,338","1,006",,,,,"36,338",,"0",,,,"8,393","0",,,"9,500","0","0",,"151","42,210",,"0","2,497","133433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAMARRA","2019","Febrero","#N/D","CESAR","0","25,775",,,,,"66",,"3,045",,,,"134","220",,,"14","0","0",,"8","42",,"0","34","29338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2019","Febrero","#N/D","CESAR","24,868","412",,,,,"10,760",,"0",,,,"438","217",,,"849","0","0",,"157","5,262",,"0","2,546","45509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2019","Febrero","00051","CESAR","60,947","12,573",,,,,"3,334",,"0",,,,"5,184","0",,,"4,142","510","1,789",,"0","972",,"221","0","89672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2019","Febrero","00052","CESAR","21,945","0",,,,,"2,778",,"0",,,,"3,221","0",,,"3,345","506","1,926",,"0","628",,"228","0","34577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2019","Febrero","00032","GUAJIRA","73,200","22,457",,,,,"3,526",,"0",,,,"3,920","0",,,"3,146","385","1,325",,"0","501",,"112","0","108572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2019","Febrero","00054","ANTIOQUIA","38,215","5,251",,,,,"6,766",,"39",,,,"16,467","38",,,"8,889","8,083","11,230",,"95","6,954",,"0","0","102027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2019","Febrero","00055","ANTIOQUIA","31,616","0",,,,,"4,086",,"0",,,,"17,786","0",,,"9,028","5,743","10,440",,"0","5,495",,"0","0","84194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENCAR","2019","Febrero","00056","VALLE DEL CAUCA","102,397","210",,,,,"28,923",,"0",,,,"4,428","0",,,"4,430","0","0",,"0","3,458",,"0","0","143846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITO","2019","Febrero","00057","VALLE DEL CAUCA","204,552","0",,,,,"87,879",,"0",,,,"8,323","0",,,"9,205","0","0",,"0","17,149",,"0","0","327108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CIAT","2019","Febrero","00058","VALLE DEL CAUCA","152,449","42,877",,,,,"32,974",,"4,328",,,,"3,229","0",,,"3,345","0","0",,"0","2,972",,"0","0","242174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTAMBUL","2019","Febrero","00059","VALLE DEL CAUCA","266,202","49,356",,,,,"33,430",,"4,314",,,,"3,521","0",,,"571","0","0",,"0","512",,"0","0","357906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDIACANOA","2019","Febrero","00060","VALLE DEL CAUCA","64,768","0",,,,,"41,113",,"0",,,,"10,083","0",,,"14,817","0","0",,"0","22,657",,"0","0","153438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PASO DE LA TORRE","2019","Febrero","00061","VALLE DEL CAUCA","10,858","0",,,,,"5,127",,"0",,,,"1,658","0",,,"2,477","0","0",,"0","2,629",,"0","0","22749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROZO","2019","Febrero","00062","VALLE DEL CAUCA","60,665","39",,,,,"20,285",,"0",,,,"758","0",,,"1,222","0","0",,"0","798",,"0","0","83767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VILLARICA","2019","Febrero","00063","CAUCA","134,402","12,577",,,,,"59,269",,"11,326",,,,"5,630","0",,,"4,797","0","0",,"0","9,605",,"0","0","237606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNIA","2019","Febrero","00064","CAUCA","86,020","1,243",,,,,"47,747",,"718",,,,"4,422","0",,,"3,936","0","0",,"0","8,955",,"0","0","153041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2019","Febrero","00065","VALLE DEL CAUCA",,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2019","Marzo","00005","BOYACA","69,488","0",,,,,"24,578",,"0",,,,"2,424","0",,,"858","0","0",,"0","8,340",,"0","0","105688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
