Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1230078,-,-,-,5.01,-74.46,-5,930,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Asymmetry,Alpha,Clearsky DHI,Aerosol Optical Depth,Clearsky DNI,Cloud Type,DNI,Cloud Fill Flag,DHI,Clearsky GHI,Dew Point,Fill Flag,GHI,Ozone,SSA,Solar Zenith Angle,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Global Horizontal UV Irradiance (280-400nm),Wind Speed,Wind Direction,Global Horizontal UV Irradiance (295-385nm)
2019,1,1,10,30,32.300000000000004,0.63,1.47,92,0.06,955,0,955,0,92,867,14.100000000000001,0,867,0.244,0.91,35.79,33.27,0.15,936,3.4000000000000004,52.0556,3,119,40.9340
2019,1,1,11,30,33.300000000000004,0.63,1.47,94,0.057,974,0,974,0,94,946,14.3,0,946,0.242,0.91,29.02,31.740000000000002,0.15,935,3.4000000000000004,57.4453,2.9000000000000004,116,45.2050
2019,1,1,12,30,33.7,0.63,1.45,95,0.055,973,0,973,0,95,947,14.4,0,947,0.242,0.91,28.85,31.32,0.15,933,3.5,57.5199,2.9000000000000004,109,45.2643
2019,1,1,13,30,33.7,0.63,1.34,93,0.058,956,0,956,0,93,872,14.5,0,872,0.242,0.92,35.38,31.580000000000002,0.15,933,3.5,52.3972,2.9000000000000004,102,41.2047
2019,1,1,14,30,33.1,0.63,1.4000000000000001,86,0.056,920,0,920,0,86,727,14.600000000000001,0,727,0.241,0.92,45.81,32.78,0.15,933,3.6,42.5916,2.9000000000000004,100,33.4350
2019,1,1,15,30,31.8,0.63,1.44,75,0.055,852,0,852,0,75,526,14.600000000000001,0,526,0.241,0.91,58.06,35.38,0.15,933,3.6,29.3160,2.9000000000000004,97,22.9200
2019,1,1,16,30,29.3,0.63,1.49,59,0.051000000000000004,719,0,719,0,59,291,15,0,291,0.241,0.91,71.17,41.74,0.15,934,3.6,14.7399,2.4000000000000004,96,11.3969
2019,1,1,17,30,26.3,0.63,1.53,30,0.049,365,0,365,0,30,64,16.8,0,64,0.242,0.91,84.63,55.980000000000004,0.15,934,3.5,0.0000,1.8,96,0.0000
2019,1,1,18,30,24.400000000000002,0.63,1.56,0,0.051000000000000004,0,0,0,0,0,0,16.400000000000002,0,0,0.242,0.92,98.52,61.15,0.15,935,3.4000000000000004,0.0000,1.7000000000000002,99,0.0000
2019,1,1,19,30,23.5,0.63,1.57,0,0.05,0,0,0,0,0,0,16,0,0,0.243,0.92,112.32000000000001,62.93,0.15,936,3.3000000000000003,0.0000,1.9000000000000001,103,0.0000
2019,1,1,20,30,22.8,0.63,1.58,0,0.049,0,0,0,0,0,0,15.700000000000001,0,0,0.243,0.92,126,64.17,0.15,936,3.1,0.0000,2,107,0.0000
2019,1,1,21,30,22.200000000000003,0.63,1.57,0,0.048,0,0,0,0,0,0,15.4,0,0,0.244,0.92,139.3,65.56,0.15,936,3,0.0000,2.2,111,0.0000
2019,1,1,22,30,21.8,0.63,1.55,0,0.049,0,0,0,0,0,0,14.9,0,0,0.245,0.92,151.55,64.77,0.15,935,3,0.0000,2.3000000000000003,114,0.0000
2019,1,1,23,30,21.5,0.63,1.51,0,0.052000000000000005,0,0,0,0,0,0,14.600000000000001,0,0,0.245,0.93,160.53,64.84,0.15,935,2.9000000000000004,0.0000,2.2,117,0.0000
2019,1,2,0,30,21,0.63,1.49,0,0.054,0,0,0,0,0,0,14.3,0,0,0.246,0.92,160.82,65.52,0.15,935,2.9000000000000004,0.0000,2.2,119,0.0000
2019,1,2,1,30,20.400000000000002,0.63,1.49,0,0.054,0,0,0,0,0,0,13.9,0,0,0.246,0.92,152.14000000000001,66.14,0.15,934,2.8000000000000003,0.0000,2.2,118,0.0000
2019,1,2,2,30,19.700000000000003,0.63,1.49,0,0.053,0,0,0,0,0,0,13.3,0,0,0.246,0.92,139.99,66.77,0.15,934,2.7,0.0000,2.1,116,0.0000
2019,1,2,3,30,19.1,0.63,1.48,0,0.05,0,0,0,0,0,0,12.8,0,0,0.245,0.91,126.71000000000001,66.67,0.15,934,2.6,0.0000,2.2,115,0.0000
2019,1,2,4,30,18.7,0.63,1.45,0,0.049,0,0,0,0,0,0,12.200000000000001,0,0,0.245,0.91,113.04,65.86,0.15,935,2.4000000000000004,0.0000,2.2,115,0.0000
2019,1,2,5,30,19,0.63,1.44,0,0.047,0,0,0,0,0,0,11.8,0,0,0.245,0.9,99.24000000000001,62.97,0.15,935,2.4000000000000004,0.0000,2.3000000000000003,116,0.0000
2019,1,2,6,30,21.3,0.63,1.45,27,0.044,363,0,363,0,27,57,12.4,0,57,0.245,0.9,85.32000000000001,56.95,0.15,936,2.4000000000000004,0.0000,2.7,117,0.0000
2019,1,2,7,30,25.1,0.63,1.45,55,0.042,746,0,746,0,55,287,12.3,0,287,0.245,0.89,71.86,44.980000000000004,0.15,937,2.4000000000000004,14.4448,3.3000000000000003,116,11.1578
2019,1,2,8,30,28.400000000000002,0.63,1.44,69,0.041,881,0,881,0,69,527,12.3,0,527,0.245,0.89,58.71,36.980000000000004,0.15,937,2.6,29.2681,3.4000000000000004,113,22.8752
2019,1,2,9,30,30.6,0.63,1.4000000000000001,80,0.043000000000000003,942,0,942,0,80,730,12.700000000000001,0,730,0.244,0.9,46.38,33.36,0.15,937,2.8000000000000003,42.6924,3.1,114,33.5098
2019,1,2,10,30,32.2,0.63,1.32,88,0.047,972,0,972,0,88,876,13.3,0,876,0.244,0.91,35.800000000000004,31.73,0.15,936,3,52.5950,2.8000000000000003,116,41.3580
2019,1,2,11,30,33.2,0.63,1.32,90,0.048,985,0,985,0,90,952,13.8,0,952,0.243,0.91,28.97,31.09,0.15,935,3.1,57.8138,2.6,118,45.4951
2019,1,2,12,30,33.7,0.63,1.31,93,0.049,980,0,980,0,93,952,14.3,0,952,0.242,0.92,28.740000000000002,31.12,0.15,934,3.2,57.8325,2.4000000000000004,117,45.5108
2019,1,2,13,30,33.800000000000004,0.63,1.11,95,0.059000000000000004,956,0,956,0,95,876,14.600000000000001,0,876,0.24,0.93,35.24,31.53,0.15,933,3.3000000000000003,52.6515,2.3000000000000003,114,41.4054
2019,1,2,14,30,33.4,0.63,1.11,90,0.06,916,0,916,0,90,730,14.8,0,730,0.24,0.93,45.67,32.62,0.15,933,3.4000000000000004,42.7855,2.1,110,33.5883
2019,1,2,15,30,32.5,0.63,1.12,81,0.062,842,0,842,0,81,528,14.9,0,528,0.23900000000000002,0.93,57.93,34.68,0.15,933,3.5,29.4478,1.9000000000000001,104,23.0245
2019,1,2,16,30,30.5,0.63,1.1300000000000001,65,0.064,693,3,143,1,121,290,15.4,17,167,0.23900000000000002,0.93,71.04,40.050000000000004,0.15,933,3.6,8.4691,1.5,98,6.5495
2019,1,2,17,30,27.900000000000002,0.63,1.1400000000000001,33,0.07,312,3,87,5,38,63,17.8,67,46,0.24,0.9400000000000001,84.51,54.07,0.15,934,3.7,0.0000,1.1,93,0.0000
2019,1,2,18,30,26.200000000000003,0.63,1.17,0,0.079,0,0,0,0,0,0,17.5,0,0,0.24,0.9400000000000001,98.41,58.730000000000004,0.15,935,3.8000000000000003,0.0000,1.1,90,0.0000
2019,1,2,19,30,25.3,0.63,1.22,0,0.083,0,0,0,0,0,0,17.3,0,0,0.242,0.9400000000000001,112.21000000000001,61.35,0.15,936,3.8000000000000003,0.0000,1.2000000000000002,91,0.0000
2019,1,2,20,30,24.6,0.63,1.26,0,0.084,0,0,0,0,0,0,17.1,0,0,0.243,0.9400000000000001,125.91,62.92,0.15,936,3.8000000000000003,0.0000,1.2000000000000002,94,0.0000
2019,1,2,21,30,24.200000000000003,0.63,1.31,0,0.083,0,0,0,0,0,0,16.8,0,0,0.244,0.93,139.23,63.29,0.15,936,3.8000000000000003,0.0000,1.2000000000000002,97,0.0000
2019,1,2,22,30,24,0.63,1.35,0,0.082,0,0,0,0,0,0,16.3,0,0,0.246,0.93,151.52,62.1,0.15,936,3.7,0.0000,1.2000000000000002,101,0.0000
2019,1,2,23,30,23.6,0.63,1.37,0,0.082,0,0,0,0,0,0,15.9,0,0,0.246,0.93,160.57,61.910000000000004,0.15,936,3.6,0.0000,1.2000000000000002,106,0.0000
2019,1,3,0,30,23.1,0.63,1.37,0,0.085,0,0,0,0,0,0,15.600000000000001,0,0,0.246,0.93,160.94,62.54,0.15,935,3.5,0.0000,1.3,112,0.0000
2019,1,3,1,30,22.5,0.63,1.36,0,0.088,0,0,0,0,0,0,15.5,0,0,0.246,0.93,152.29,64.75,0.15,935,3.4000000000000004,0.0000,1.3,115,0.0000
2019,1,3,2,30,21.900000000000002,0.63,1.3800000000000001,0,0.083,0,3,0,0,0,0,15.4,0,0,0.247,0.93,140.12,66.41,0.15,935,3.3000000000000003,0.0000,1.4000000000000001,116,0.0000
2019,1,3,3,30,21.5,0.63,1.4000000000000001,0,0.074,0,4,0,0,0,0,14.9,0,0,0.247,0.92,126.84,66.06,0.15,936,3.2,0.0000,1.3,118,0.0000
2019,1,3,4,30,21.200000000000003,0.63,1.4000000000000001,0,0.073,0,3,0,0,0,0,14.600000000000001,0,0,0.247,0.92,113.15,65.88,0.15,936,3.2,0.0000,1.2000000000000002,123,0.0000
2019,1,3,5,30,21.400000000000002,0.63,1.3900000000000001,0,0.075,0,4,0,0,0,0,14.5,0,0,0.246,0.93,99.34,64.67,0.15,937,3.3000000000000003,0.0000,1.1,129,0.0000
2019,1,3,6,30,23.400000000000002,0.63,1.3800000000000001,29,0.077,274,4,0,7,26,51,15.3,100,26,0.246,0.93,85.41,60.56,0.15,937,3.3000000000000003,0.0000,1.4000000000000001,132,0.0000
2019,1,3,7,30,26.6,0.63,1.36,67,0.08,661,4,0,0,73,272,15.4,0,73,0.245,0.93,71.94,50.13,0.15,938,3.4000000000000004,3.6714,1.6,135,2.8356
2019,1,3,8,30,29.1,0.63,1.34,89,0.08600000000000001,805,4,28,0,243,506,15.4,0,258,0.245,0.93,58.78,43.550000000000004,0.15,938,3.6,14.3231,1.6,143,11.1941
2019,1,3,9,30,30.900000000000002,0.63,1.31,109,0.096,864,3,138,0,379,705,15.9,0,474,0.245,0.9400000000000001,46.42,40.300000000000004,0.15,937,3.7,27.7174,1.5,154,21.7555
2019,1,3,10,30,32,0.63,1.16,133,0.129,880,3,143,0,439,847,16.1,0,555,0.245,0.9500000000000001,35.800000000000004,38.4,0.15,937,3.9000000000000004,33.3222,1.5,160,26.2029
2019,1,3,11,30,32.4,0.63,1.06,144,0.15,889,3,145,0,474,922,16.1,0,601,0.245,0.96,28.91,37.5,0.15,936,4,36.5011,1.4000000000000001,161,28.7238
2019,1,3,12,30,32.6,0.63,1.03,144,0.147,890,3,71,0,352,925,16.2,0,414,0.245,0.96,28.62,37.32,0.15,935,4,25.1541,1.3,156,19.7950
2019,1,3,13,30,32.7,0.63,1,140,0.147,869,4,0,0,193,851,16.2,0,193,0.245,0.96,35.1,37.18,0.15,934,4.1000000000000005,11.6032,1.2000000000000002,145,9.1250
2019,1,3,14,30,32.4,0.63,0.96,131,0.15,823,4,55,0,306,708,16.2,0,345,0.245,0.96,45.53,37.78,0.15,934,4.1000000000000005,20.2291,1,127,15.8811
2019,1,3,15,30,31.8,0.63,0.9400000000000001,113,0.14400000000000002,745,3,243,0,242,510,16.1,0,371,0.245,0.96,57.800000000000004,38.95,0.15,934,4.2,20.7058,0.9,98,16.1904
2019,1,3,16,30,30.400000000000002,0.63,0.9400000000000001,84,0.134,597,0,371,2,123,279,16.6,33,244,0.244,0.9500000000000001,70.92,43.36,0.15,935,4.2,12.3876,0.9,75,9.5814
2019,1,3,17,30,28.200000000000003,0.63,0.98,37,0.11800000000000001,242,3,57,6,39,61,18.3,83,45,0.244,0.9500000000000001,84.4,54.92,0.15,935,4.2,0.0000,0.8,59,0.0000
2019,1,3,18,30,26.5,0.63,1.06,0,0.106,0,0,0,0,0,0,18,0,0,0.243,0.9400000000000001,98.3,59.45,0.15,936,4.2,0.0000,0.8,53,0.0000
2019,1,3,19,30,25.3,0.63,1.16,0,0.10200000000000001,0,0,0,0,0,0,18,0,0,0.242,0.9400000000000001,112.11,64.04,0.15,937,4.3,0.0000,0.8,56,0.0000
2019,1,3,20,30,24.5,0.63,1.24,0,0.099,0,0,0,0,0,0,18,0,0,0.242,0.9400000000000001,125.83,66.98,0.15,938,4.3,0.0000,0.7000000000000001,58,0.0000
2019,1,3,21,30,23.900000000000002,0.63,1.3,0,0.098,0,0,0,0,0,0,17.900000000000002,0,0,0.242,0.9400000000000001,139.17000000000002,69.14,0.15,938,4.3,0.0000,0.7000000000000001,60,0.0000
2019,1,3,22,30,23.400000000000002,0.63,1.32,0,0.1,0,0,0,0,0,0,17.7,0,0,0.243,0.9400000000000001,151.49,70.58,0.15,938,4.3,0.0000,0.7000000000000001,66,0.0000
2019,1,3,23,30,23.1,0.63,1.32,0,0.106,0,7,0,0,0,0,17.5,0,0,0.243,0.9400000000000001,160.61,70.59,0.15,937,4.3,0.0000,0.8,73,0.0000
2019,1,4,0,30,22.900000000000002,0.63,1.3,0,0.116,0,7,0,0,0,0,17.2,0,0,0.243,0.9500000000000001,161.07,70.49,0.15,937,4.3,0.0000,0.7000000000000001,77,0.0000
2019,1,4,1,30,22.8,0.63,1.27,0,0.129,0,3,0,0,0,0,17.2,0,0,0.243,0.9500000000000001,152.43,70.52,0.15,937,4.3,0.0000,0.6000000000000001,81,0.0000
2019,1,4,2,30,22.700000000000003,0.63,1.25,0,0.135,0,3,0,0,0,0,17.2,0,0,0.243,0.9500000000000001,140.26,70.94,0.15,937,4.3,0.0000,0.6000000000000001,84,0.0000
2019,1,4,3,30,22.6,0.63,1.25,0,0.135,0,3,0,0,0,0,17,0,0,0.243,0.9500000000000001,126.96000000000001,70.78,0.15,937,4.2,0.0000,0.6000000000000001,80,0.0000
2019,1,4,4,30,22.400000000000002,0.63,1.24,0,0.134,0,3,0,0,0,0,16.6,0,0,0.243,0.9500000000000001,113.27,69.93,0.15,937,4.2,0.0000,0.6000000000000001,75,0.0000
2019,1,4,5,30,22.700000000000003,0.63,1.24,0,0.134,0,4,0,0,0,0,16.3,0,0,0.243,0.9500000000000001,99.45,67.03,0.15,938,4.2,0.0000,0.5,83,0.0000
2019,1,4,6,30,24.400000000000002,0.63,1.24,31,0.131,190,4,0,7,20,46,17,100,20,0.243,0.9400000000000001,85.5,63.32,0.15,939,4.2,0.0000,0.7000000000000001,88,0.0000
2019,1,4,7,30,26.900000000000002,0.63,1.24,78,0.127,589,0,397,0,107,260,17.6,0,230,0.243,0.9400000000000001,72.02,56.82,0.15,939,4.2,11.5588,0.8,80,8.9264
2019,1,4,8,30,29,0.63,1.25,101,0.122,761,4,291,0,215,495,16.7,0,366,0.243,0.9400000000000001,58.84,47.480000000000004,0.15,939,4.2,20.3120,0.7000000000000001,80,15.8743
2019,1,4,9,30,30.8,0.63,1.25,117,0.12,842,0,842,0,117,697,16.8,0,697,0.242,0.9400000000000001,46.46,43.01,0.15,939,4.2,40.7523,0.5,99,31.9864
2019,1,4,10,30,32.300000000000004,0.63,1.11,130,0.132,880,3,217,0,455,844,16.900000000000002,0,631,0.242,0.9500000000000001,35.79,39.69,0.15,938,4.2,37.8859,0.6000000000000001,118,29.7916
2019,1,4,11,30,33.4,0.63,1.06,133,0.128,904,4,377,0,399,925,16.8,0,729,0.241,0.9500000000000001,28.84,37.09,0.15,937,4.2,44.2794,0.6000000000000001,120,34.8450
2019,1,4,12,30,34,0.63,1.04,134,0.122,904,0,904,0,134,928,16.6,0,928,0.24,0.9500000000000001,28.5,35.56,0.15,935,4.2,56.3934,0.5,108,44.3792
2019,1,4,13,30,34,0.63,0.99,136,0.136,875,0,875,0,136,853,16.5,0,853,0.24,0.96,34.95,35.26,0.15,935,4.2,51.2971,0.4,76,40.3418
2019,1,4,14,30,33.5,0.63,0.9400000000000001,130,0.145,824,0,824,0,130,709,16.5,0,709,0.24,0.96,45.39,36.160000000000004,0.15,934,4.3,41.5896,0.5,42,32.6514
2019,1,4,15,30,32.7,0.63,0.93,116,0.148,736,0,736,0,116,510,16.7,0,510,0.241,0.96,57.660000000000004,38.33,0.15,934,4.3,28.4845,0.7000000000000001,31,22.2742
2019,1,4,16,30,31,0.63,0.93,90,0.151,572,0,572,0,90,278,16.8,0,278,0.242,0.96,70.79,42.44,0.15,935,4.3,14.1305,0.8,32,10.9314
2019,1,4,17,30,28.8,0.63,0.9400000000000001,39,0.147,207,0,89,4,41,60,18.6,50,50,0.243,0.9500000000000001,84.28,54.01,0.15,936,4.3,0.0000,0.7000000000000001,36,0.0000
2019,1,4,18,30,27.1,0.63,0.97,0,0.14200000000000002,0,0,0,0,0,0,18.900000000000002,0,0,0.244,0.9500000000000001,98.19,60.71,0.15,937,4.4,0.0000,0.7000000000000001,44,0.0000
2019,1,4,19,30,26,0.63,1.01,0,0.14100000000000001,0,0,0,0,0,0,18.900000000000002,0,0,0.245,0.9500000000000001,112.02,64.9,0.15,937,4.4,0.0000,0.7000000000000001,53,0.0000
2019,1,4,20,30,25.3,0.63,1.02,0,0.146,0,0,0,0,0,0,18.900000000000002,0,0,0.245,0.9500000000000001,125.74000000000001,67.79,0.15,938,4.4,0.0000,0.7000000000000001,61,0.0000
2019,1,4,21,30,24.8,0.63,1.03,0,0.152,0,0,0,0,0,0,18.900000000000002,0,0,0.246,0.9500000000000001,139.1,69.63,0.15,938,4.4,0.0000,0.6000000000000001,68,0.0000
2019,1,4,22,30,24.5,0.63,1.04,0,0.159,0,0,0,0,0,0,18.6,0,0,0.246,0.9500000000000001,151.46,69.79,0.15,938,4.4,0.0000,0.6000000000000001,74,0.0000
2019,1,4,23,30,24.200000000000003,0.63,1.05,0,0.167,0,7,0,0,0,0,18.3,0,0,0.247,0.9500000000000001,160.66,69.60000000000001,0.15,938,4.4,0.0000,0.6000000000000001,78,0.0000
2019,1,5,0,30,23.900000000000002,0.63,1.06,0,0.17,0,0,0,0,0,0,18,0,0,0.248,0.9500000000000001,161.21,69.53,0.15,938,4.4,0.0000,0.6000000000000001,81,0.0000
2019,1,5,1,30,23.6,0.63,1.07,0,0.17500000000000002,0,0,0,0,0,0,17.7,0,0,0.248,0.9500000000000001,152.58,69.37,0.15,937,4.4,0.0000,0.7000000000000001,85,0.0000
2019,1,5,2,30,23.200000000000003,0.63,1.09,0,0.176,0,0,0,0,0,0,17.400000000000002,0,0,0.248,0.9500000000000001,140.39000000000001,69.82000000000001,0.15,937,4.4,0.0000,0.7000000000000001,93,0.0000
2019,1,5,3,30,22.8,0.63,1.1,0,0.17300000000000001,0,0,0,0,0,0,17,0,0,0.247,0.9500000000000001,127.09,69.79,0.15,938,4.4,0.0000,0.8,103,0.0000
2019,1,5,4,30,22.3,0.63,1.12,0,0.167,0,0,0,0,0,0,16.7,0,0,0.247,0.9500000000000001,113.38,70.43,0.15,938,4.3,0.0000,0.9,110,0.0000
2019,1,5,5,30,22.400000000000002,0.63,1.1500000000000001,0,0.159,0,0,0,0,0,0,16.3,0,0,0.246,0.9500000000000001,99.55,68.29,0.15,938,4.2,0.0000,1,110,0.0000
2019,1,5,6,30,24.3,0.63,1.19,32,0.146,173,0,173,0,32,45,16.8,0,45,0.246,0.9400000000000001,85.59,62.78,0.15,939,4.1000000000000005,0.0000,1.4000000000000001,109,0.0000
2019,1,5,7,30,27.1,0.63,1.23,80,0.135,582,0,582,0,80,259,16.400000000000002,0,259,0.247,0.9400000000000001,72.09,51.86,0.15,939,4,13.0077,1.7000000000000002,112,10.0444
2019,1,5,8,30,29.200000000000003,0.63,1.28,100,0.124,765,0,765,0,100,495,15.700000000000001,0,495,0.247,0.93,58.9,44.06,0.15,939,4,27.4620,1.4000000000000001,127,21.4615
2019,1,5,9,30,31,0.63,1.33,109,0.111,861,0,861,0,109,702,15.700000000000001,0,702,0.247,0.93,46.49,39.71,0.15,939,3.9000000000000004,41.0408,0.9,146,32.2127
2019,1,5,10,30,32.5,0.63,1.28,113,0.10300000000000001,911,0,911,0,113,852,15.700000000000001,0,852,0.246,0.92,35.78,36.5,0.15,938,3.9000000000000004,51.1560,0.5,161,40.2266
2019,1,5,11,30,33.5,0.63,1.32,114,0.096,936,0,936,0,114,934,15.8,0,934,0.245,0.92,28.77,34.6,0.15,937,3.9000000000000004,56.7367,0.30000000000000004,222,44.6483
2019,1,5,12,30,34,0.63,1.35,119,0.09,930,0,930,0,119,937,15.9,0,937,0.245,0.93,28.36,33.85,0.15,936,3.9000000000000004,56.9514,0.4,282,44.8189
2019,1,5,13,30,34.1,0.63,1.02,130,0.125,888,3,332,0,367,859,15.9,0,640,0.246,0.9400000000000001,34.800000000000004,33.81,0.15,935,4,38.4987,0.6000000000000001,294,30.2772
2019,1,5,14,30,33.6,0.63,1,123,0.131,840,3,93,0,373,714,16,0,438,0.247,0.9400000000000001,45.24,34.89,0.15,935,4.1000000000000005,25.7043,0.8,306,20.1808
2019,1,5,15,30,32.7,0.63,0.99,111,0.134,751,3,144,0,279,514,16.2,0,356,0.248,0.9400000000000001,57.52,37.19,0.15,935,4.2,19.8979,1,320,15.5607
2019,1,5,16,30,30.8,0.63,0.99,90,0.146,573,3,194,1,135,280,16.8,8,199,0.248,0.9500000000000001,70.66,43.13,0.15,935,4.3,10.1270,0.8,329,7.8356
2019,1,5,17,30,28.5,0.63,0.97,41,0.163,191,0,158,2,40,60,19.1,33,56,0.248,0.9500000000000001,84.16,56.94,0.15,936,4.4,0.0000,0.6000000000000001,340,0.0000
2019,1,5,18,30,27.1,0.63,0.96,0,0.17400000000000002,0,7,0,0,0,0,19.5,0,0,0.248,0.9500000000000001,98.08,63.160000000000004,0.15,937,4.5,0.0000,0.6000000000000001,185,0.0000
2019,1,5,19,30,26.3,0.63,0.96,0,0.191,0,0,0,0,0,0,19.700000000000003,0,0,0.248,0.9500000000000001,111.92,66.88,0.15,938,4.6000000000000005,0.0000,0.6000000000000001,31,0.0000
2019,1,5,20,30,25.6,0.63,0.96,0,0.194,0,3,0,0,0,0,19.8,0,0,0.247,0.9500000000000001,125.66,70.42,0.15,938,4.7,0.0000,0.6000000000000001,47,0.0000
2019,1,5,21,30,25.1,0.63,0.9500000000000001,0,0.191,0,0,0,0,0,0,19.900000000000002,0,0,0.248,0.9500000000000001,139.05,73,0.15,938,4.800000000000001,0.0000,0.5,57,0.0000
2019,1,5,22,30,24.700000000000003,0.63,0.96,0,0.198,0,3,0,0,0,0,19.900000000000002,0,0,0.248,0.96,151.44,74.88,0.15,938,4.9,0.0000,0.5,64,0.0000
2019,1,5,23,30,24.400000000000002,0.63,0.96,0,0.20600000000000002,0,0,0,0,0,0,19.900000000000002,0,0,0.249,0.96,160.72,75.94,0.15,938,4.9,0.0000,0.4,68,0.0000
2019,1,6,0,30,24.1,0.63,0.98,0,0.203,0,0,0,0,0,0,19.900000000000002,0,0,0.249,0.96,161.35,77.49,0.15,937,4.9,0.0000,0.4,68,0.0000
