Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1230078,-,-,-,5.01,-74.46,-5,930,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),GHI,DNI,Wind Speed
2013,1,1,0,0,22.6,78.33,931,0.0000,0.0000,0,0,0.5
2013,1,1,0,30,22.3,79.77,931,0.0000,0.0000,0,0,0.5
2013,1,1,1,0,22.1,78.44,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,1,30,21.900000000000002,79.31,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,2,0,21.700000000000003,76.91,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,2,30,21.5,77.85000000000001,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,3,0,21.400000000000002,75.87,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,3,30,21.200000000000003,76.8,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,1,4,0,21,75.67,930,0.0000,0.0000,0,0,0.8
2013,1,1,4,30,20.900000000000002,76.22,931,0.0000,0.0000,0,0,0.9
2013,1,1,5,0,20.700000000000003,74.82000000000001,931,0.0000,0.0000,0,0,0.9
2013,1,1,5,30,21.1,73,931,0.0000,0.0000,0,0,1
2013,1,1,6,0,21.400000000000002,73.65,931,0.0000,0.0000,0,0,1.1
2013,1,1,6,30,22.8,67.72,932,0.0000,0.0000,50,277,1.4000000000000001
2013,1,1,7,0,24.200000000000003,62.34,932,7.4490,5.6880,156,537,1.8
2013,1,1,7,30,25.5,57.71,932,13.8963,10.7348,276,679,1.9000000000000001
2013,1,1,8,0,26.8,50.910000000000004,932,21.3069,16.5822,400,777,1.9000000000000001
2013,1,1,8,30,27.900000000000002,47.74,932,28.7175,22.4452,517,838,1.7000000000000002
2013,1,1,9,0,29,42.97,932,35.8318,28.0783,626,882,1.5
2013,1,1,9,30,29.900000000000002,40.800000000000004,932,42.2259,33.1437,722,913,1.3
2013,1,1,10,0,30.700000000000003,38.26,932,47.7528,37.5231,804,930,1.1
2013,1,1,10,30,31.3,36.94,931,52.1757,41.0284,869,945,1
2013,1,1,11,0,31.900000000000002,35.550000000000004,931,55.5154,43.6749,918,956,0.8
2013,1,1,11,30,32.2,34.910000000000004,930,57.5692,45.3026,948,963,0.7000000000000001
2013,1,1,12,0,32.6,34.21,930,42.0229,33.0718,691,212,0.5
2013,1,1,12,30,32.7,33.980000000000004,929,34.5027,27.1515,568,129,0.30000000000000004
2013,1,1,13,0,32.800000000000004,33.9,929,55.4273,43.6072,916,939,0.2
2013,1,1,13,30,32.7,34.06,928,31.0705,24.4338,517,111,0.2
2013,1,1,14,0,32.6,34.39,928,47.5812,37.3918,800,899,0.30000000000000004
2013,1,1,14,30,32.2,35.17,928,29.6514,23.2772,506,149,0.5
2013,1,1,15,0,31.8,36.730000000000004,928,35.6992,27.9805,622,827,0.6000000000000001
2013,1,1,15,30,31.1,38.21,928,28.7136,22.4498,515,780,0.7000000000000001
2013,1,1,16,0,30.400000000000002,40.28,928,21.2576,16.5534,397,700,0.9
2013,1,1,16,30,29.1,43.44,929,14.0398,10.8566,277,605,0.8
2013,1,1,17,0,27.700000000000003,56.01,929,7.6164,5.8231,159,451,0.7000000000000001
2013,1,1,17,30,26.700000000000003,59.38,929,0.0000,0.0000,56,218,0.7000000000000001
2013,1,1,18,0,25.700000000000003,63.96,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,18,30,25.200000000000003,65.88,930,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,19,0,24.700000000000003,68.54,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,19,30,24.3,70.2,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,1,20,0,24,71.99,932,0.0000,0.0000,0,0,0.5
2013,1,1,20,30,23.700000000000003,73.29,932,0.0000,0.0000,0,0,0.5
2013,1,1,21,0,23.3,74.72,932,0.0000,0.0000,0,0,0.5
2013,1,1,21,30,23.1,75.63,932,0.0000,0.0000,0,0,0.5
2013,1,1,22,0,22.8,76.19,932,0.0000,0.0000,0,0,0.5
2013,1,1,22,30,22.6,77.12,932,0.0000,0.0000,0,0,0.5
2013,1,1,23,0,22.3,76.84,931,0.0000,0.0000,0,0,0.5
2013,1,1,23,30,22,78.25,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,2,0,0,21.8,77.41,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,2,0,30,21.6,78.36,931,0.0000,0.0000,0,0,0.6000000000000001
2013,1,2,1,0,21.3,77.89,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,2,1,30,21.1,78.84,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,2,2,0,20.900000000000002,77.19,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,2,2,30,20.700000000000003,78.15,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,2,3,0,20.5,76.68,930,0.0000,0.0000,0,0,0.7000000000000001
2013,1,2,3,30,20.5,76.68,930,0.0000,0.0000,0,0,0.8
2013,1,2,4,0,20.400000000000002,74.74,930,0.0000,0.0000,0,0,0.8
2013,1,2,4,30,20.3,75.2,930,0.0000,0.0000,0,0,0.8
2013,1,2,5,0,20.3,73.13,930,0.0000,0.0000,0,0,0.9
2013,1,2,5,30,20.700000000000003,71.43,931,0.0000,0.0000,0,0,0.9
2013,1,2,6,0,21.1,71.58,931,0.0000,0.0000,0,0,1
2013,1,2,6,30,22.700000000000003,64.95,931,0.0000,0.0000,47,207,1.4000000000000001
2013,1,2,7,0,24.3,58.26,932,7.1127,5.4303,149,462,1.8
2013,1,2,7,30,25.6,53.93,932,13.4332,10.3758,267,613,1.9000000000000001
2013,1,2,8,0,26.900000000000002,48.44,932,20.6553,16.0740,388,720,2
2013,1,2,8,30,27.900000000000002,45.69,932,27.9846,21.8716,504,786,1.8
