Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1230078,-,-,-,5.01,-74.46,-5,930,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),GHI,DNI,Wind Speed
2022,1,1,0,0,23.700000000000003,75.92,936,0.0000,0.0000,0,0,0.4
2022,1,1,0,30,23.6,76.37,936,0.0000,0.0000,0,0,0.4
2022,1,1,1,0,23.5,75.33,935,0.0000,0.0000,0,0,0.5
2022,1,1,1,30,23.3,76.24,935,0.0000,0.0000,0,0,0.5
2022,1,1,2,0,23.200000000000003,76.62,935,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,2,30,23.1,77.09,935,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,3,0,23,76.85000000000001,935,0.0000,0.0000,0,0,0.7000000000000001
2022,1,1,3,30,22.900000000000002,77.32000000000001,935,0.0000,0.0000,0,0,0.7000000000000001
2022,1,1,4,0,22.900000000000002,76.07000000000001,935,0.0000,0.0000,0,0,0.7000000000000001
2022,1,1,4,30,22.900000000000002,76.07000000000001,935,0.0000,0.0000,0,0,0.7000000000000001
2022,1,1,5,0,22.8,74.67,936,0.0000,0.0000,0,0,0.8
2022,1,1,5,30,23.1,73.33,936,0.0000,0.0000,0,0,0.8
2022,1,1,6,0,23.3,73.75,936,0.0000,0.0000,0,0,0.9
2022,1,1,6,30,24,70.79,937,0.0000,0.0000,12,0,1
2022,1,1,7,0,24.700000000000003,67.72,937,2.0057,1.5316,42,2,1.2000000000000002
2022,1,1,7,30,25.700000000000003,63.89,938,5.9428,4.5910,118,17,1.2000000000000002
2022,1,1,8,0,26.6,59.42,938,18.0084,14.0154,338,392,1.1
2022,1,1,8,30,27.200000000000003,57.370000000000005,938,23.9432,18.7138,431,389,0.9
2022,1,1,9,0,27.8,53.96,939,24.5577,19.2439,429,205,0.6000000000000001
2022,1,1,9,30,28.1,53.03,939,36.3212,28.5092,621,541,0.5
2022,1,1,10,0,28.400000000000002,50.22,938,40.2107,31.5967,677,557,0.5
2022,1,1,10,30,28.8,49.07,938,48.1530,37.8651,802,728,0.5
2022,1,1,11,0,29.1,46.14,938,48.7423,38.3464,806,723,0.5
2022,1,1,11,30,29.8,44.28,937,54.2884,42.7208,894,802,0.5
2022,1,1,12,0,30.5,41.56,936,53.1498,41.8285,874,693,0.5
2022,1,1,12,30,31.1,40.160000000000004,936,52.1156,41.0116,858,749,0.4
2022,1,1,13,0,31.8,37.77,935,48.5866,38.2251,803,613,0.30000000000000004
2022,1,1,13,30,32.1,37.14,935,47.1722,37.0959,785,634,0.2
2022,1,1,14,0,32.4,36.300000000000004,934,36.2169,28.4609,609,344,0.1
2022,1,1,14,30,32.300000000000004,36.5,934,36.8536,28.9308,629,639,0.2
2022,1,1,15,0,32.1,36.86,934,33.9706,26.6252,592,712,0.4
2022,1,1,15,30,31.6,37.910000000000004,934,20.6237,16.1243,370,167,0.6000000000000001
2022,1,1,16,0,31,40.480000000000004,934,11.6152,9.0445,217,21,0.8
2022,1,1,16,30,29.700000000000003,43.6,934,12.0080,9.2850,237,348,0.7000000000000001
2022,1,1,17,0,28.400000000000002,53.800000000000004,935,6.4651,4.9424,135,258,0.6000000000000001
2022,1,1,17,30,27.3,57.35,935,0.0000,0.0000,40,32,0.6000000000000001
2022,1,1,18,0,26.3,60.94,936,0.0000,0.0000,3,6,0.6000000000000001
2022,1,1,18,30,25.8,62.76,936,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,19,0,25.400000000000002,64.77,937,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,19,30,25.200000000000003,65.54,937,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,20,0,24.900000000000002,66.77,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,20,30,24.700000000000003,67.57000000000001,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,21,0,24.400000000000002,68.21000000000001,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,21,30,24.3,68.62,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,22,0,24.200000000000003,67.91,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,22,30,24,68.72,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,23,0,23.900000000000002,67.68,938,0.0000,0.0000,0,0,0.6000000000000001
2022,1,1,23,30,23.700000000000003,68.43,937,0.0000,0.0000,0,0,0.6000000000000001
2022,1,2,0,0,23.5,68.77,937,0.0000,0.0000,0,0,0.6000000000000001
2022,1,2,0,30,23.3,69.60000000000001,937,0.0000,0.0000,0,0,0.6000000000000001
2022,1,2,1,0,23.200000000000003,69.65,936,0.0000,0.0000,0,0,0.7000000000000001
2022,1,2,1,30,23.1,70.07000000000001,936,0.0000,0.0000,0,0,0.7000000000000001
2022,1,2,2,0,23,69.5,936,0.0000,0.0000,0,0,0.8
2022,1,2,2,30,22.900000000000002,69.92,936,0.0000,0.0000,0,0,0.8
2022,1,2,3,0,22.700000000000003,69.69,936,0.0000,0.0000,0,0,0.8
2022,1,2,3,30,22.700000000000003,69.69,936,0.0000,0.0000,0,0,0.9
2022,1,2,4,0,22.6,69.33,936,0.0000,0.0000,0,0,0.9
2022,1,2,4,30,22.5,69.75,936,0.0000,0.0000,0,0,1
2022,1,2,5,0,22.400000000000002,68.91,937,0.0000,0.0000,0,0,1
2022,1,2,5,30,22.6,68.08,937,0.0000,0.0000,0,0,1.2000000000000002
2022,1,2,6,0,22.8,66.35,937,0.0000,0.0000,0,0,1.4000000000000001
2022,1,2,6,30,23.6,63.300000000000004,938,0.0000,0.0000,17,0,1.7000000000000002
2022,1,2,7,0,24.5,56.56,938,2.2438,1.7132,47,0,2
2022,1,2,7,30,25.5,53.300000000000004,938,8.1024,6.2586,161,69,2
2022,1,2,8,0,26.400000000000002,48.74,939,13.5248,10.5253,254,123,1.9000000000000001
2022,1,2,8,30,27.400000000000002,45.97,939,12.3279,9.6351,222,12,1.7000000000000002
2022,1,2,9,0,28.3,41.83,939,15.5665,12.1980,272,22,1.5
2022,1,2,9,30,29.1,39.94,939,25.6731,20.1511,439,92,1.4000000000000001
2022,1,2,10,0,29.900000000000002,35.81,939,35.0416,27.5349,590,239,1.3
2022,1,2,10,30,30.400000000000002,34.81,939,39.8665,31.3490,664,260,1.2000000000000002
2022,1,2,11,0,30.900000000000002,33.85,938,44.5105,35.0172,736,352,1.2000000000000002
2022,1,2,11,30,31.3,33.09,938,55.6291,43.7760,916,885,1.3
2022,1,2,12,0,31.700000000000003,33.14,938,43.4859,34.2234,715,380,1.3
2022,1,2,12,30,31.8,32.92,937,31.2260,24.5731,514,72,1.4000000000000001
2022,1,2,13,0,31.900000000000002,33.89,937,38.1268,29.9964,630,180,1.5
2022,1,2,13,30,31.700000000000003,34.24,936,33.4801,26.3290,557,205,1.5
2022,1,2,14,0,31.5,35.89,936,37.9541,29.8268,638,403,1.5
2022,1,2,14,30,30.700000000000003,37.56,936,31.9455,25.0786,545,246,1.3
2022,1,2,15,0,29.900000000000002,41.74,936,30.7169,24.0761,535,446,1.1
2022,1,2,15,30,29.1,43.7,936,25.7152,20.1063,461,504,0.8
2022,1,2,16,0,28.200000000000003,49.230000000000004,936,20.7877,16.1885,388,636,0.6000000000000001
2022,1,2,16,30,27.400000000000002,51.57,936,12.5792,9.7282,248,467,0.6000000000000001
2022,1,2,17,0,26.6,58.57,936,7.5234,5.7527,157,397,0.5
2022,1,2,17,30,26.1,60.38,937,0.0000,0.0000,57,186,0.6000000000000001
2022,1,2,18,0,25.5,61.67,937,0.0000,0.0000,3,11,0.7000000000000001
2022,1,2,18,30,25.200000000000003,62.77,937,0.0000,0.0000,0,0,0.8
2022,1,2,19,0,24.8,63.730000000000004,938,0.0000,0.0000,0,0,0.9
2022,1,2,19,30,24.6,64.49,938,0.0000,0.0000,0,0,0.9
2022,1,2,20,0,24.3,64.52,938,0.0000,0.0000,0,0,0.9
2022,1,2,20,30,24.200000000000003,64.97,939,0.0000,0.0000,0,0,0.9
2022,1,2,21,0,24.1,67.02,939,0.0000,0.0000,0,0,0.8
2022,1,2,21,30,23.900000000000002,67.83,939,0.0000,0.0000,0,0,0.8
2022,1,2,22,0,23.6,70.7,939,0.0000,0.0000,0,0,0.8
2022,1,2,22,30,23.400000000000002,71.56,939,0.0000,0.0000,0,0,0.8
2022,1,2,23,0,23.200000000000003,72.31,939,0.0000,0.0000,0,0,0.8
2022,1,2,23,30,23,73.19,939,0.0000,0.0000,0,0,0.9
2022,1,3,0,0,22.8,73.48,939,0.0000,0.0000,0,0,0.9
2022,1,3,0,30,22.6,74.3,938,0.0000,0.0000,0,0,0.9
2022,1,3,1,0,22.400000000000002,74.33,938,0.0000,0.0000,0,0,0.9
2022,1,3,1,30,22.3,74.78,938,0.0000,0.0000,0,0,0.9
2022,1,3,2,0,22.1,74.74,938,0.0000,0.0000,0,0,0.8
2022,1,3,2,30,22,75.2,938,0.0000,0.0000,0,0,0.9
2022,1,3,3,0,21.900000000000002,74.73,938,0.0000,0.0000,0,0,0.9
2022,1,3,3,30,21.8,75.18,938,0.0000,0.0000,0,0,0.9
2022,1,3,4,0,21.8,74.51,938,0.0000,0.0000,0,0,0.9
2022,1,3,4,30,21.700000000000003,74.96000000000001,938,0.0000,0.0000,0,0,0.9
2022,1,3,5,0,21.6,74.81,939,0.0000,0.0000,0,0,0.9
2022,1,3,5,30,21.700000000000003,74.35000000000001,939,0.0000,0.0000,0,0,1
2022,1,3,6,0,21.8,74.32000000000001,939,0.0000,0.0000,0,0,1.1
2022,1,3,6,30,22.3,72.17,940,0.0000,0.0000,18,0,1.4000000000000001
2022,1,3,7,0,22.8,69.45,940,2.4341,1.8582,51,0,1.6
2022,1,3,7,30,23.700000000000003,65.79,940,5.3306,4.1170,106,4,1.7000000000000002
2022,1,3,8,0,24.5,62.06,941,12.7195,9.8980,239,121,1.7000000000000002
2022,1,3,8,30,25.5,58.480000000000004,941,22.2051,17.3542,400,343,1.8
2022,1,3,9,0,26.400000000000002,52.47,941,33.8159,26.4979,591,752,1.9000000000000001
2022,1,3,9,30,27.400000000000002,49.44,940,40.3468,31.6684,690,808,2
2022,1,3,10,0,28.5,45.9,940,46.2040,36.3059,778,870,2
2022,1,3,10,30,29.3,43.83,940,50.6747,39.8481,844,888,2.1
2022,1,3,11,0,30.200000000000003,43.01,939,52.7983,41.5375,873,821,2.2
2022,1,3,11,30,30.700000000000003,41.800000000000004,939,56.0590,44.1145,923,907,2.3000000000000003
2022,1,3,12,0,31.200000000000003,42.11,938,52.5551,41.3611,864,672,2.3000000000000003
2022,1,3,12,30,31.400000000000002,41.59,937,56.0218,44.0865,922,890,2.4000000000000004
