system:index,fecha,precip_mm,.geo
20180110,2018-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180111,2018-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180112,2018-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180113,2018-01-13,51.212223052978516,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180114,2018-01-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180115,2018-01-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180116,2018-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180117,2018-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180118,2018-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180119,2018-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180120,2018-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180121,2018-01-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180122,2018-01-22,8.427358627319336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180123,2018-01-23,2.106839656829834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180124,2018-01-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180125,2018-01-25,2.106839656829834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180126,2018-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180127,2018-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180128,2018-01-28,9.37149429321289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180129,2018-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180130,2018-01-30,3.1238315105438232,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180131,2018-01-31,12.495326042175293,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180201,2018-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180202,2018-02-02,17.125614166259766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180203,2018-02-03,17.125614166259766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180204,2018-02-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180205,2018-02-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180206,2018-02-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180207,2018-02-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180208,2018-02-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180209,2018-02-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180210,2018-02-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180211,2018-02-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180212,2018-02-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180213,2018-02-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180214,2018-02-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180215,2018-02-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180216,2018-02-16,10.270545959472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180217,2018-02-17,10.270545959472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180218,2018-02-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180219,2018-02-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180220,2018-02-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180221,2018-02-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180222,2018-02-22,24.205448150634766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180223,2018-02-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180224,2018-02-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180225,2018-02-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180226,2018-02-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180227,2018-02-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180228,2018-02-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180301,2018-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180302,2018-03-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180303,2018-03-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180304,2018-03-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180305,2018-03-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180306,2018-03-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180307,2018-03-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180308,2018-03-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180309,2018-03-09,8.751781463623047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180310,2018-03-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180311,2018-03-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180312,2018-03-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180313,2018-03-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180314,2018-03-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180315,2018-03-15,8.196398735046387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180316,2018-03-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180317,2018-03-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180318,2018-03-18,14.54818058013916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180319,2018-03-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180320,2018-03-20,29.09636116027832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180321,2018-03-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180322,2018-03-22,25.791826248168945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180323,2018-03-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180324,2018-03-24,32.239784240722656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180325,2018-03-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180326,2018-03-26,10.821956634521484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180327,2018-03-27,5.410978317260742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180328,2018-03-28,5.410978317260742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180329,2018-03-29,32.46586608886719,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180330,2018-03-30,16.232933044433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180331,2018-03-31,10.821956634521484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180401,2018-04-01,32.40467834472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180402,2018-04-02,16.20233917236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180403,2018-04-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180404,2018-04-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180405,2018-04-05,16.20233917236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180406,2018-04-06,9.79067325592041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180407,2018-04-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180408,2018-04-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180409,2018-04-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180410,2018-04-10,29.372020721435547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180411,2018-04-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180412,2018-04-12,52.6392707824707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180413,2018-04-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180414,2018-04-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180415,2018-04-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180416,2018-04-16,1.906852126121521,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180417,2018-04-17,5.720556259155273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180418,2018-04-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180419,2018-04-19,3.813704252243042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180420,2018-04-20,11.441112518310547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180421,2018-04-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180422,2018-04-22,14.877779960632324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180423,2018-04-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180424,2018-04-24,8.926668167114258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180425,2018-04-25,8.926668167114258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180426,2018-04-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180427,2018-04-27,8.995245933532715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180428,2018-04-28,17.99049186706543,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180429,2018-04-29,17.99049186706543,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180430,2018-04-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180501,2018-05-01,7.109337329864502,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180502,2018-05-02,21.328012466430664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180503,2018-05-03,7.109337329864502,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180504,2018-05-04,21.328012466430664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180505,2018-05-05,28.437349319458008,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180506,2018-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180507,2018-05-07,32.95598220825195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180508,2018-05-08,6.591196537017822,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180509,2018-05-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180510,2018-05-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180511,2018-05-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180512,2018-05-12,5.656952381134033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180513,2018-05-13,16.970857620239258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180514,2018-05-14,11.313904762268066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180515,2018-05-15,5.656952381134033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180516,2018-05-16,8.719512939453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180517,2018-05-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180518,2018-05-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180519,2018-05-19,26.158538818359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180520,2018-05-20,17.43902587890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180521,2018-05-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180522,2018-05-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180523,2018-05-23,33.2657585144043,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180524,2018-05-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180525,2018-05-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180526,2018-05-26,7.146414756774902,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180527,2018-05-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180528,2018-05-28,28.58565902709961,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180529,2018-05-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180530,2018-05-30,14.292829513549805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180531,2018-05-31,14.292829513549805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180601,2018-06-01,14.743297576904297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180602,2018-06-02,11.057472229003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180603,2018-06-03,7.371648788452148,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180604,2018-06-04,3.685824394226074,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180605,2018-06-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180606,2018-06-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180607,2018-06-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180608,2018-06-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180609,2018-06-09,4.674402236938477,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180610,2018-06-10,4.674402236938477,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180611,2018-06-11,5.540345191955566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180612,2018-06-12,8.310518264770508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180613,2018-06-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180614,2018-06-14,5.540345191955566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180615,2018-06-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180616,2018-06-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180617,2018-06-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180618,2018-06-18,5.953838348388672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180619,2018-06-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180620,2018-06-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180621,2018-06-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180622,2018-06-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180623,2018-06-23,8.53280258178711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180624,2018-06-24,8.53280258178711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180625,2018-06-25,4.266401290893555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180626,2018-06-26,5.098469257354736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180627,2018-06-27,5.098469257354736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180628,2018-06-28,10.196938514709473,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180629,2018-06-29,5.098469257354736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180630,2018-06-30,5.098469257354736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180701,2018-07-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180702,2018-07-02,7.926580905914307,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180703,2018-07-03,11.889871597290039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180704,2018-07-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180705,2018-07-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180706,2018-07-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180707,2018-07-07,6.083747386932373,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180708,2018-07-08,3.0418736934661865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180709,2018-07-09,3.0418736934661865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180710,2018-07-10,3.0418736934661865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180711,2018-07-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180712,2018-07-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180713,2018-07-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180714,2018-07-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180715,2018-07-15,3.745434522628784,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180716,2018-07-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180717,2018-07-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180718,2018-07-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180719,2018-07-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180720,2018-07-20,1.8177374601364136,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180721,2018-07-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180722,2018-07-22,13.059904098510742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180723,2018-07-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180724,2018-07-24,6.529952049255371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180725,2018-07-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180726,2018-07-26,8.260771751403809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180727,2018-07-27,8.260771751403809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180728,2018-07-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180729,2018-07-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180730,2018-07-30,8.260771751403809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180731,2018-07-31,8.260771751403809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180801,2018-08-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180802,2018-08-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180803,2018-08-03,19.10648536682129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180804,2018-08-04,19.10648536682129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180805,2018-08-05,19.10648536682129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180806,2018-08-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180807,2018-08-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180808,2018-08-08,6.624529838562012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180809,2018-08-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180810,2018-08-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811,2018-08-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180812,2018-08-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180813,2018-08-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180814,2018-08-14,24.026622772216797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180815,2018-08-15,16.01774787902832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180816,2018-08-16,0.6408364772796631,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180817,2018-08-17,1.9516197443008423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180818,2018-08-18,8.275912284851074,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180819,2018-08-19,4.191271781921387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180820,2018-08-20,1.7967041730880737,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821,2018-08-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180822,2018-08-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180823,2018-08-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180824,2018-08-24,10.681048393249512,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180825,2018-08-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180826,2018-08-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180827,2018-08-27,10.74280071258545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180828,2018-08-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180829,2018-08-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180830,2018-08-30,16.11420249938965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180831,2018-08-31,10.74280071258545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180901,2018-09-01,4.434029579162598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180902,2018-09-02,4.434029579162598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180903,2018-09-03,13.302088737487793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180904,2018-09-04,13.302088737487793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180905,2018-09-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180906,2018-09-06,8.693085670471191,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180907,2018-09-07,8.693085670471191,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180908,2018-09-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180909,2018-09-09,17.386171340942383,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180910,2018-09-10,8.693085670471191,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180911,2018-09-11,13.176108360290527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180912,2018-09-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180913,2018-09-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180914,2018-09-14,26.352216720581055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180915,2018-09-15,26.352216720581055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180916,2018-09-16,3.6747260093688965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180917,2018-09-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180918,2018-09-18,7.349452018737793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180919,2018-09-19,14.698904037475586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180920,2018-09-20,7.349452018737793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180921,2018-09-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180922,2018-09-22,5.21502161026001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180923,2018-09-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180924,2018-09-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180925,2018-09-25,5.21502161026001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180926,2018-09-26,3.0348153114318848,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180927,2018-09-27,6.0696306228637695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180928,2018-09-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180929,2018-09-29,6.0696306228637695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180930,2018-09-30,12.139261245727539,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181001,2018-10-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181002,2018-10-02,13.993297576904297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181003,2018-10-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181004,2018-10-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181005,2018-10-05,13.993297576904297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181006,2018-10-06,6.772947311401367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181007,2018-10-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181008,2018-10-08,27.09178924560547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181009,2018-10-09,20.3188419342041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181010,2018-10-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181011,2018-10-11,25.85441780090332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181012,2018-10-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013,2018-10-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181014,2018-10-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181015,2018-10-15,12.92720890045166,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181016,2018-10-16,13.543938636779785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181017,2018-10-17,20.315906524658203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181018,2018-10-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019,2018-10-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020,2018-10-20,20.315906524658203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021,2018-10-21,6.693683624267578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022,2018-10-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023,2018-10-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024,2018-10-24,26.774734497070312,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025,2018-10-25,6.693683624267578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026,2018-10-26,27.928585052490234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027,2018-10-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028,2018-10-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029,2018-10-29,9.309528350830078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030,2018-10-30,9.309528350830078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031,2018-10-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181101,2018-11-01,21.320541381835938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181102,2018-11-02,31.98081398010254,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181103,2018-11-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181104,2018-11-04,10.660270690917969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181105,2018-11-05,10.660270690917969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181106,2018-11-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181107,2018-11-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181108,2018-11-08,30.444150924682617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181109,2018-11-09,15.222075462341309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181110,2018-11-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181111,2018-11-11,5.831682205200195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181112,2018-11-12,23.32672882080078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181113,2018-11-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181114,2018-11-14,5.831682205200195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181115,2018-11-15,5.831682205200195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181116,2018-11-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181117,2018-11-17,27.90082359313965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181118,2018-11-18,13.950411796569824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181119,2018-11-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181120,2018-11-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181121,2018-11-21,18.376283645629883,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181122,2018-11-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
