Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1230078,-,-,-,5.01,-74.46,-5,930,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Asymmetry,Alpha,Clearsky DHI,Aerosol Optical Depth,Clearsky DNI,Cloud Type,DNI,Cloud Fill Flag,DHI,Clearsky GHI,Dew Point,Fill Flag,GHI,Ozone,SSA,Solar Zenith Angle,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Global Horizontal UV Irradiance (280-400nm),Wind Speed,Wind Direction,Global Horizontal UV Irradiance (295-385nm)
2018,1,1,10,30,27.1,0.63,1.31,95,0.062,931,0,931,0,95,850,17.8,0,850,0.224,0.92,35.79,56.96,0.15,939,4.9,51.0349,1.1,176,40.1313
2018,1,1,11,30,27.700000000000003,0.63,1.31,100,0.066,945,3,405,0,377,926,17.900000000000002,0,731,0.223,0.93,29.01,55.22,0.15,939,5,44.3902,1.3,338,34.9316
2018,1,1,12,30,27.900000000000002,0.63,1.3,104,0.07,941,3,318,0,407,928,18,0,686,0.222,0.93,28.830000000000002,54.84,0.15,938,5,41.6682,1.4000000000000001,327,32.7901
2018,1,1,13,30,27.700000000000003,0.63,1.27,103,0.077,919,7,189,0,379,853,18,0,533,0.221,0.9400000000000001,35.34,55.57,0.15,937,5.1000000000000005,32.0296,1.4000000000000001,318,25.1879
2018,1,1,14,30,27.200000000000003,0.63,1.26,98,0.08,878,8,49,0,182,710,18,0,216,0.22,0.9400000000000001,45.78,57.19,0.15,936,5.1000000000000005,12.6556,1.3,308,9.9349
2018,1,1,15,30,26.5,0.63,1.26,88,0.082,801,8,13,0,90,512,18.1,0,97,0.22,0.9400000000000001,58.03,60.120000000000005,0.15,936,5.1000000000000005,5.4070,1,300,4.2274
2018,1,1,16,30,25.6,0.63,1.26,70,0.088,645,8,6,2,84,279,18.7,33,86,0.221,0.9400000000000001,71.14,65.78,0.15,937,5.1000000000000005,4.3573,0.7000000000000001,298,3.3692
2018,1,1,17,30,24.6,0.63,1.25,33,0.09,276,8,0,7,20,59,19.200000000000003,100,20,0.222,0.9400000000000001,84.60000000000001,71.87,0.15,937,5.1000000000000005,0.0000,0.4,309,0.0000
2018,1,1,18,30,23.900000000000002,0.63,1.25,0,0.08700000000000001,0,8,0,0,0,0,18.7,0,0,0.223,0.9400000000000001,98.49000000000001,72.49,0.15,938,5.1000000000000005,0.0000,0.30000000000000004,332,0.0000
2018,1,1,19,30,23.5,0.63,1.25,0,0.092,0,6,0,0,0,0,18.6,0,0,0.224,0.9400000000000001,112.29,74.10000000000001,0.15,938,5.2,0.0000,0.30000000000000004,176,0.0000
2018,1,1,20,30,23.1,0.63,1.27,0,0.08600000000000001,0,7,0,0,0,0,18.8,0,0,0.226,0.93,125.98,76.9,0.15,939,5.300000000000001,0.0000,0.30000000000000004,11,0.0000
2018,1,1,21,30,22.700000000000003,0.63,1.28,0,0.082,0,7,0,0,0,0,18.8,0,0,0.227,0.93,139.28,78.71000000000001,0.15,939,5.300000000000001,0.0000,0.30000000000000004,21,0.0000
2018,1,1,22,30,22.5,0.63,1.27,0,0.093,0,7,0,0,0,0,18.7,0,0,0.229,0.9400000000000001,151.54,78.93,0.15,939,5.300000000000001,0.0000,0.2,46,0.0000
2018,1,1,23,30,22.3,0.63,1.28,0,0.098,0,7,0,0,0,0,18.400000000000002,0,0,0.229,0.9400000000000001,160.54,78.57000000000001,0.15,938,5.2,0.0000,0.2,86,0.0000
2018,1,2,0,30,22.200000000000003,0.63,1.28,0,0.094,0,8,0,0,0,0,18.1,0,0,0.229,0.9400000000000001,160.85,77.61,0.15,938,5.2,0.0000,0.30000000000000004,121,0.0000
2018,1,2,1,30,22.200000000000003,0.63,1.29,0,0.109,0,7,0,0,0,0,17.8,0,0,0.229,0.9400000000000001,152.18,76.37,0.15,937,5.2,0.0000,0.30000000000000004,145,0.0000
2018,1,2,2,30,22,0.63,1.31,0,0.11900000000000001,0,0,0,0,0,0,17.6,0,0,0.229,0.9400000000000001,140.02,76.28,0.15,937,5.2,0.0000,0.4,156,0.0000
2018,1,2,3,30,21.900000000000002,0.63,1.32,0,0.122,0,7,0,0,0,0,17.5,0,0,0.229,0.9400000000000001,126.75,75.98,0.15,937,5.2,0.0000,0.4,156,0.0000
2018,1,2,4,30,21.900000000000002,0.63,1.32,0,0.133,0,3,0,0,0,0,17.400000000000002,0,0,0.229,0.9400000000000001,113.07000000000001,75.55,0.15,937,5.2,0.0000,0.4,148,0.0000
2018,1,2,5,30,22.1,0.63,1.32,0,0.14400000000000002,0,0,0,0,0,0,17.400000000000002,0,0,0.229,0.9500000000000001,99.27,74.49,0.15,937,5.2,0.0000,0.4,134,0.0000
2018,1,2,6,30,22.900000000000002,0.63,1.33,33,0.149,176,3,44,4,22,47,17.8,58,26,0.228,0.9500000000000001,85.34,72.81,0.15,938,5.300000000000001,0.0000,0.5,123,0.0000
2018,1,2,7,30,24.3,0.63,1.33,86,0.155,547,3,1,0,65,256,18.400000000000002,0,65,0.228,0.9500000000000001,71.88,69.82000000000001,0.15,938,5.300000000000001,3.2709,0.5,151,2.5265
2018,1,2,8,30,25.700000000000003,0.63,1.31,117,0.167,709,4,9,0,205,485,18.900000000000002,0,210,0.227,0.9500000000000001,58.730000000000004,66.06,0.15,939,5.300000000000001,11.6615,0.5,206,9.1142
2018,1,2,9,30,26.700000000000003,0.63,1.29,147,0.168,772,4,0,0,184,679,18.900000000000002,0,184,0.227,0.9500000000000001,46.4,62.480000000000004,0.15,938,5.300000000000001,10.7602,0.7000000000000001,245,8.4458
2018,1,2,10,30,27.5,0.63,0.96,188,0.257,771,4,26,0,353,813,18.900000000000002,0,374,0.227,0.9500000000000001,35.800000000000004,59.44,0.15,938,5.300000000000001,22.4549,1,264,17.6574
2018,1,2,11,30,28.1,0.63,0.9400000000000001,196,0.264,792,4,26,0,402,889,19,0,425,0.227,0.9500000000000001,28.96,57.69,0.15,937,5.4,25.8101,1.3,268,20.3106
2018,1,2,12,30,28.1,0.63,0.9400000000000001,205,0.263,779,8,101,0,413,888,19,0,502,0.228,0.9500000000000001,28.71,57.94,0.15,936,5.5,30.4970,1.6,267,23.9994
2018,1,2,13,30,27.6,0.63,0.89,214,0.324,729,8,190,0,412,810,19.200000000000003,0,567,0.23,0.9500000000000001,35.21,60.230000000000004,0.15,935,5.6000000000000005,34.0812,1.7000000000000002,261,26.8017
2018,1,2,14,30,26.900000000000002,0.63,0.88,195,0.313,679,8,41,0,245,670,19.400000000000002,0,274,0.231,0.9500000000000001,45.64,63.6,0.15,935,5.7,16.0607,1.7000000000000002,252,12.6083
2018,1,2,15,30,26.1,0.63,0.86,169,0.308,577,4,61,0,261,476,19.700000000000003,0,293,0.232,0.9500000000000001,57.9,67.84,0.15,935,5.7,16.3439,1.5,243,12.7791
2018,1,2,16,30,25.200000000000003,0.63,0.86,123,0.322,398,8,6,2,108,253,20.1,33,110,0.232,0.9500000000000001,71.01,73.36,0.15,935,5.800000000000001,5.5800,0.9,234,4.3154
2018,1,2,17,30,24.400000000000002,0.63,0.8300000000000001,41,0.278,95,3,3,6,34,50,20.400000000000002,92,34,0.232,0.9400000000000001,84.48,78.36,0.15,936,5.800000000000001,0.0000,0.5,229,0.0000
2018,1,2,18,30,23.900000000000002,0.63,0.81,0,0.254,0,7,0,0,0,0,20.1,0,0,0.232,0.9400000000000001,98.38,79.41,0.15,936,5.800000000000001,0.0000,0.30000000000000004,241,0.0000
2018,1,2,19,30,23.6,0.63,0.8,0,0.246,0,7,0,0,0,0,19.900000000000002,0,0,0.232,0.9400000000000001,112.19,79.91,0.15,937,5.7,0.0000,0.30000000000000004,274,0.0000
2018,1,2,20,30,23.200000000000003,0.63,0.79,0,0.214,0,8,0,0,0,0,19.6,0,0,0.232,0.9400000000000001,125.89,80.3,0.15,938,5.7,0.0000,0.30000000000000004,303,0.0000
2018,1,2,21,30,22.900000000000002,0.63,0.79,0,0.188,0,4,0,0,0,0,19.400000000000002,0,0,0.232,0.9400000000000001,139.22,80.56,0.15,938,5.6000000000000005,0.0000,0.30000000000000004,315,0.0000
2018,1,2,22,30,22.8,0.63,0.8,0,0.171,0,4,0,0,0,0,19.200000000000003,0,0,0.232,0.93,151.51,80.11,0.15,938,5.5,0.0000,0.30000000000000004,334,0.0000
2018,1,2,23,30,22.6,0.63,0.8,0,0.155,0,4,0,0,0,0,19,0,0,0.232,0.93,160.58,80,0.15,938,5.4,0.0000,0.30000000000000004,185,0.0000
2018,1,3,0,30,22.5,0.63,0.8,0,0.139,0,4,0,0,0,0,18.8,0,0,0.232,0.93,160.97,79.5,0.15,937,5.300000000000001,0.0000,0.2,45,0.0000
2018,1,3,1,30,22.3,0.63,0.81,0,0.13,0,3,0,0,0,0,18.6,0,0,0.232,0.93,152.32,79.61,0.15,937,5.2,0.0000,0.2,74,0.0000
2018,1,3,2,30,22.1,0.63,0.8300000000000001,0,0.12,0,0,0,0,0,0,18.3,0,0,0.232,0.93,140.15,79.15,0.15,937,5.2,0.0000,0.30000000000000004,82,0.0000
2018,1,3,3,30,21.900000000000002,0.63,0.84,0,0.114,0,0,0,0,0,0,18.1,0,0,0.232,0.93,126.87,78.79,0.15,937,5.1000000000000005,0.0000,0.30000000000000004,82,0.0000
2018,1,3,4,30,21.6,0.63,0.87,0,0.109,0,7,0,0,0,0,17.8,0,0,0.232,0.93,113.18,78.92,0.15,937,5,0.0000,0.4,83,0.0000
2018,1,3,5,30,21.5,0.63,0.9,0,0.106,0,0,0,0,0,0,17.5,0,0,0.233,0.93,99.37,77.9,0.15,938,4.9,0.0000,0.30000000000000004,83,0.0000
2018,1,3,6,30,22.400000000000002,0.63,0.92,31,0.10300000000000001,206,0,153,1,31,47,17.7,17,43,0.234,0.93,85.44,74.75,0.15,938,4.9,0.0000,0.5,80,0.0000
2018,1,3,7,30,24,0.63,0.93,72,0.098,614,0,614,0,72,262,18.5,0,262,0.234,0.93,71.96000000000001,71.58,0.15,939,4.9,13.1743,0.6000000000000001,68,10.1749
2018,1,3,8,30,25.8,0.63,0.93,91,0.093,781,0,781,0,91,496,18.400000000000002,0,496,0.23500000000000001,0.93,58.79,63.89,0.15,939,4.800000000000001,27.5343,0.5,34,21.5192
2018,1,3,9,30,27.200000000000003,0.63,0.9500000000000001,118,0.092,830,0,830,0,118,690,18.400000000000002,0,690,0.23500000000000001,0.9400000000000001,46.43,58.77,0.15,939,4.9,40.3468,0.5,149,31.6684
2018,1,3,10,30,28.3,0.63,0.78,165,0.197,812,0,812,0,165,824,18.400000000000002,0,824,0.23500000000000001,0.9500000000000001,35.800000000000004,55,0.15,939,4.9,49.4729,0.8,281,38.9030
2018,1,3,11,30,28.8,0.63,0.79,176,0.211,827,0,827,0,176,900,18.400000000000002,0,900,0.234,0.9500000000000001,28.89,53.57,0.15,938,5,54.6621,1.2000000000000002,271,43.0153
2018,1,3,12,30,28.900000000000002,0.63,0.8,173,0.213,833,0,833,0,173,904,18.5,0,904,0.234,0.9500000000000001,28.59,53.49,0.15,937,5,54.9281,1.4000000000000001,269,43.2258
2018,1,3,13,30,28.8,0.63,0.88,163,0.195,818,0,697,0,209,833,18.6,0,780,0.234,0.96,35.06,54.2,0.15,936,5.1000000000000005,46.8974,1.5,268,36.8812
2018,1,3,14,30,28.3,0.63,0.92,155,0.20500000000000002,765,0,583,0,235,691,18.7,0,644,0.234,0.96,45.5,55.9,0.15,935,5.2,37.7643,1.4000000000000001,267,29.6475
2018,1,3,15,30,27.5,0.63,0.9400000000000001,139,0.20800000000000002,666,4,211,1,181,494,18.900000000000002,8,294,0.233,0.96,57.76,59.29,0.15,935,5.2,16.4119,1.1,272,12.8331
2018,1,3,16,30,26.3,0.63,0.96,108,0.227,480,0,354,0,116,265,19.5,0,232,0.234,0.96,70.88,66.21000000000001,0.15,936,5.300000000000001,11.7827,0.7000000000000001,283,9.1140
2018,1,3,17,30,24.900000000000002,0.63,0.97,41,0.228,134,0,134,0,41,54,20.200000000000003,0,54,0.234,0.9500000000000001,84.36,75.28,0.15,936,5.4,0.0000,0.5,297,0.0000
2018,1,3,18,30,24.1,0.63,0.96,0,0.214,0,0,0,0,0,0,19.900000000000002,0,0,0.23500000000000001,0.9500000000000001,98.27,77.24,0.15,937,5.5,0.0000,0.4,311,0.0000
2018,1,3,19,30,23.8,0.63,0.98,0,0.213,0,7,0,0,0,0,19.8,0,0,0.23500000000000001,0.9500000000000001,112.09,78.48,0.15,938,5.5,0.0000,0.4,325,0.0000
2018,1,3,20,30,23.5,0.63,0.98,0,0.20400000000000001,0,7,0,0,0,0,19.8,0,0,0.23500000000000001,0.9500000000000001,125.8,79.57000000000001,0.15,938,5.6000000000000005,0.0000,0.4,337,0.0000
2018,1,3,21,30,23.3,0.63,0.97,0,0.191,0,3,0,0,0,0,19.8,0,0,0.23600000000000002,0.9500000000000001,139.15,80.61,0.15,939,5.6000000000000005,0.0000,0.4,346,0.0000
2018,1,3,22,30,23.200000000000003,0.63,0.98,0,0.183,0,7,0,0,0,0,19.700000000000003,0,0,0.23700000000000002,0.9500000000000001,151.48,80.78,0.15,939,5.6000000000000005,0.0000,0.4,347,0.0000
2018,1,3,23,30,23.1,0.63,0.98,0,0.162,0,7,0,0,0,0,19.6,0,0,0.23800000000000002,0.9400000000000001,160.62,80.72,0.15,938,5.6000000000000005,0.0000,0.4,346,0.0000
2018,1,4,0,30,22.900000000000002,0.63,0.97,0,0.132,0,6,0,0,0,0,19.5,0,0,0.23900000000000002,0.9400000000000001,161.11,81.07000000000001,0.15,938,5.5,0.0000,0.4,346,0.0000
2018,1,4,1,30,22.8,0.63,0.96,0,0.11800000000000001,0,6,0,0,0,0,19.3,0,0,0.23900000000000002,0.93,152.47,80.8,0.15,938,5.5,0.0000,0.4,345,0.0000
2018,1,4,2,30,22.6,0.63,0.9500000000000001,0,0.108,0,7,0,0,0,0,19.1,0,0,0.24,0.93,140.29,80.79,0.15,937,5.5,0.0000,0.5,342,0.0000
2018,1,4,3,30,22.400000000000002,0.63,0.9500000000000001,0,0.1,0,7,0,0,0,0,18.900000000000002,0,0,0.24,0.93,126.99000000000001,80.7,0.15,938,5.4,0.0000,0.7000000000000001,340,0.0000
2018,1,4,4,30,22.3,0.63,0.9500000000000001,0,0.10400000000000001,0,7,0,0,0,0,18.7,0,0,0.24,0.93,113.29,80.18,0.15,938,5.4,0.0000,0.7000000000000001,341,0.0000
2018,1,4,5,30,22.3,0.63,0.9500000000000001,0,0.097,0,7,0,0,0,0,18.6,0,0,0.24,0.92,99.47,79.46000000000001,0.15,939,5.300000000000001,0.0000,0.8,345,0.0000
2018,1,4,6,30,22.700000000000003,0.63,0.9400000000000001,29,0.085,223,0,223,0,29,46,18.6,0,46,0.24,0.92,85.52,77.53,0.15,939,5.2,0.0000,1,353,0.0000
2018,1,4,7,30,23.400000000000002,0.63,0.9500000000000001,68,0.085,626,0,626,0,68,261,18.8,0,261,0.24,0.92,72.03,75.56,0.15,940,5.1000000000000005,13.1155,1.4000000000000001,183,10.1285
2018,1,4,8,30,24.5,0.63,0.96,88,0.08700000000000001,785,0,785,0,88,494,18.8,0,494,0.23900000000000002,0.92,58.85,70.67,0.15,940,5,27.4142,1.6,9,21.4246
2018,1,4,9,30,25.900000000000002,0.63,0.96,108,0.088,851,0,851,0,108,694,18.8,0,694,0.23800000000000002,0.93,46.47,64.75,0.15,940,4.9,40.5756,1.6,180,31.8477
2018,1,4,10,30,27.400000000000002,0.63,0.88,131,0.132,870,0,870,0,131,837,18.6,0,837,0.23800000000000002,0.9400000000000001,35.79,58.82,0.15,940,4.800000000000001,50.2544,1.5,340,39.5176
2018,1,4,11,30,28.5,0.63,0.89,135,0.129,893,0,893,0,135,917,18.7,0,917,0.23700000000000002,0.9400000000000001,28.82,55.43,0.15,939,4.800000000000001,55.7001,1.6,321,43.8324
2018,1,4,12,30,29,0.63,0.9,138,0.13,888,0,888,0,138,919,18.8,0,919,0.23700000000000002,0.9400000000000001,28.46,54.14,0.15,938,4.800000000000001,55.8496,1.8,311,43.9514
2018,1,4,13,30,28.900000000000002,0.63,0.87,144,0.153,854,3,74,0,387,844,18.7,0,448,0.23700000000000002,0.9500000000000001,34.92,54.21,0.15,937,4.800000000000001,26.9430,1.9000000000000001,307,21.1890
2018,1,4,14,30,28.3,0.63,0.87,136,0.159,805,3,188,0,358,702,18.6,0,490,0.23700000000000002,0.9500000000000001,45.35,55.86,0.15,936,4.800000000000001,28.7466,1.8,310,22.5687
2018,1,4,15,30,27.5,0.63,0.88,122,0.162,713,8,46,1,178,504,18.7,8,203,0.23800000000000002,0.9500000000000001,57.63,58.9,0.15,936,4.9,11.3397,1.5,317,8.8675
2018,1,4,16,30,26.1,0.63,0.89,96,0.17300000000000001,537,6,5,2,50,273,19.200000000000003,33,52,0.23800000000000002,0.9500000000000001,70.76,65.93,0.15,937,5,2.6438,1,327,2.0454
2018,1,4,17,30,24.6,0.63,0.9,40,0.17400000000000002,175,6,0,7,17,58,19.900000000000002,100,17,0.23800000000000002,0.9500000000000001,84.25,75.28,0.15,937,5.1000000000000005,0.0000,0.6000000000000001,340,0.0000
2018,1,4,18,30,23.8,0.63,0.9,0,0.166,0,6,0,0,0,0,19.700000000000003,0,0,0.23900000000000002,0.9500000000000001,98.16,77.8,0.15,938,5.1000000000000005,0.0000,0.4,177,0.0000
2018,1,4,19,30,23.400000000000002,0.63,0.92,0,0.164,0,7,0,0,0,0,19.6,0,0,0.23900000000000002,0.9500000000000001,111.99000000000001,79.12,0.15,939,5,0.0000,0.4,12,0.0000
2018,1,4,20,30,23.1,0.63,0.93,0,0.157,0,7,0,0,0,0,19.400000000000002,0,0,0.23900000000000002,0.9500000000000001,125.72,79.48,0.15,939,5,0.0000,0.30000000000000004,22,0.0000
2018,1,4,21,30,22.900000000000002,0.63,0.93,0,0.153,0,7,0,0,0,0,19.200000000000003,0,0,0.23900000000000002,0.9500000000000001,139.09,79.81,0.15,940,5.1000000000000005,0.0000,0.4,21,0.0000
2018,1,4,22,30,22.8,0.63,0.9400000000000001,0,0.157,0,7,0,0,0,0,19.200000000000003,0,0,0.23900000000000002,0.9500000000000001,151.46,79.98,0.15,940,5.2,0.0000,0.4,12,0.0000
2018,1,4,23,30,22.6,0.63,0.9500000000000001,0,0.152,0,7,0,0,0,0,19,0,0,0.23800000000000002,0.9400000000000001,160.68,79.98,0.15,939,5.2,0.0000,0.2,179,0.0000
2018,1,5,0,30,22.3,0.63,0.96,0,0.139,0,7,0,0,0,0,18.7,0,0,0.23800000000000002,0.9400000000000001,161.24,80.14,0.15,939,5.2,0.0000,0.1,280,0.0000
2018,1,5,1,30,21.900000000000002,0.63,0.98,0,0.131,0,0,0,0,0,0,18.400000000000002,0,0,0.23700000000000002,0.9400000000000001,152.61,80.54,0.15,938,5.1000000000000005,0.0000,0,180,0.0000
2018,1,5,2,30,21.6,0.63,1,0,0.125,0,0,0,0,0,0,18,0,0,0.23700000000000002,0.9400000000000001,140.42000000000002,80.18,0.15,938,5,0.0000,0.1,123,0.0000
2018,1,5,3,30,21.400000000000002,0.63,1.01,0,0.123,0,0,0,0,0,0,17.7,0,0,0.23700000000000002,0.9400000000000001,127.12,79.46000000000001,0.15,938,5,0.0000,0.1,86,0.0000
2018,1,5,4,30,21.1,0.63,1.02,0,0.127,0,3,0,0,0,0,17.400000000000002,0,0,0.23700000000000002,0.9400000000000001,113.41,79.51,0.15,938,4.9,0.0000,0.2,71,0.0000
2018,1,5,5,30,21.3,0.63,1.04,0,0.131,0,3,0,0,0,0,17.1,0,0,0.23600000000000002,0.9400000000000001,99.57000000000001,77.19,0.15,939,4.9,0.0000,0.2,62,0.0000
2018,1,5,6,30,22.3,0.63,1.05,31,0.131,171,3,19,5,20,44,17.6,75,21,0.23700000000000002,0.9400000000000001,85.61,74.67,0.15,940,4.800000000000001,0.0000,0.4,55,0.0000
2018,1,5,7,30,24,0.63,1.07,80,0.13,574,0,574,0,80,256,18.5,0,256,0.23800000000000002,0.9400000000000001,72.11,71.18,0.15,941,4.7,12.8546,0.8,39,9.9259
2018,1,5,8,30,25.700000000000003,0.63,1.07,101,0.124,752,0,752,0,101,489,18.900000000000002,0,489,0.23800000000000002,0.93,58.910000000000004,66.16,0.15,941,4.7,27.1276,1.2000000000000002,193,21.2000
2018,1,5,9,30,27.200000000000003,0.63,1.07,113,0.116,843,0,843,0,113,693,19,0,693,0.23900000000000002,0.93,46.5,61.06,0.15,941,4.7,40.5134,1.6,350,31.7986
2018,1,5,10,30,28.200000000000003,0.63,1.08,120,0.112,890,0,890,0,120,842,19,0,842,0.23800000000000002,0.93,35.78,57.410000000000004,0.15,940,4.7,50.5556,2,334,39.7545
2018,1,5,11,30,28.8,0.63,1.08,124,0.113,908,0,908,0,124,920,19.1,0,920,0.23800000000000002,0.93,28.75,55.79,0.15,939,4.800000000000001,55.8878,2.3000000000000003,327,43.9804
2018,1,5,12,30,28.900000000000002,0.63,1.07,136,0.115,892,0,892,0,136,921,19.1,0,921,0.23700000000000002,0.9400000000000001,28.330000000000002,55.64,0.15,938,4.800000000000001,55.9812,2.4000000000000004,323,44.0555
2018,1,5,13,30,28.400000000000002,0.63,0.93,152,0.17400000000000002,839,0,839,0,152,841,19.1,0,841,0.23600000000000002,0.9400000000000001,34.76,57.300000000000004,0.15,938,4.9,50.5934,2.3000000000000003,322,39.7892
2018,1,5,14,30,27.700000000000003,0.63,0.93,141,0.177,792,0,792,0,141,699,19.1,0,699,0.23600000000000002,0.9400000000000001,45.2,59.6,0.15,937,5,41.0261,2,324,32.2104
2018,1,5,15,30,26.8,0.63,0.9400000000000001,124,0.17500000000000002,706,0,706,0,124,503,19.3,0,503,0.23500000000000001,0.9400000000000001,57.49,63.33,0.15,937,5.1000000000000005,28.1185,1.6,333,21.9898
2018,1,5,16,30,25.700000000000003,0.63,0.97,94,0.17400000000000002,543,0,352,0,99,274,19.700000000000003,0,216,0.23500000000000001,0.9400000000000001,70.63,69.32000000000001,0.15,937,5.2,10.9951,1.1,343,8.5077
2018,1,5,17,30,24.6,0.63,0.99,40,0.166,191,7,1,7,36,60,20.1,100,36,0.23500000000000001,0.9400000000000001,84.13,75.97,0.15,937,5.300000000000001,0.0000,0.7000000000000001,176,0.0000
2018,1,5,18,30,23.900000000000002,0.63,1.01,0,0.157,0,6,0,0,0,0,20,0,0,0.23500000000000001,0.93,98.05,78.95,0.15,938,5.4,0.0000,0.7000000000000001,8,0.0000
2018,1,5,19,30,23.6,0.63,1.04,0,0.153,0,6,0,0,0,0,19.900000000000002,0,0,0.23500000000000001,0.93,111.9,79.69,0.15,939,5.300000000000001,0.0000,0.6000000000000001,14,0.0000
2018,1,5,20,30,23.200000000000003,0.63,1.06,0,0.14300000000000002,0,8,0,0,0,0,19.700000000000003,0,0,0.234,0.93,125.64,80.5,0.15,939,5.300000000000001,0.0000,0.5,16,0.0000
2018,1,5,21,30,22.8,0.63,1.08,0,0.126,0,4,0,0,0,0,19.400000000000002,0,0,0.234,0.92,139.03,80.98,0.15,940,5.2,0.0000,0.30000000000000004,14,0.0000
