"Fecha-Hora  (UTC)","Lat(°)","Long(°)","Prof(Km)","Mag.","Tipo Mag.","Fases","Rms(Seg)","Gap(°)","Error Lat(Km)","Error Long(Km)","Error Prof(Km)","Region","QuakeML","Fases","Mapa","Estado"
"2021-12-12 21:21:45","5.007","-74.566","20.37","2.8","MLr_2","45","1.1","24","1.669","1.745","3.04","Guaduas - Cundinamarca, Colombia","","","","manual"
"2021-12-15 16:50:35","5.267","-74.72","22.07","1.3","MLr_2","8","0.9","67","3.731","3.457","8.84","Guaduas - Cundinamarca, Colombia","","","","manual"
"2021-12-22 23:35:37","5.002","-74.677","26.52","1.5","MLr_2","13","1.0","57","2.577","2.314","7.67","Guaduas - Cundinamarca, Colombia","","","","manual"
"2021-12-25 04:46:36","5.076","-74.677","17.85","0.8","MLr_2","7","0.5","131","3.533","2.751","9.85","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-01-13 03:58:41","5.049","-74.661","26.82","2.8","MLr_2","46","1.2","24","1.743","1.669","3.31","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-01-16 02:15:30","5.239","-74.658","11.52","1.2","MLr_2","10","0.9","115","2.842","3.376","7.74","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-01-17 01:15:48","5.066","-74.658","27.93","1.1","MLr_2","11","1.1","67","2.467","2.864","6.97","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-01-26 18:09:38","5.256","-74.63","28.4","1.1","MLr_2","9","1.0","75","3.476","3.243","8.82","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-07 22:45:12","5.316","-74.638","20.07","1.6","MLr_2","31","1.0","55","1.344","1.344","2.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-08 08:56:46","5.018","-74.66","17.46","1.1","MLr_2","10","0.3","182","2.263","2.263","4.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-11 07:39:18","5.326","-74.656","28.63","1.3","MLr_2","13","1.0","57","2.833","2.622","6.77","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-11 14:39:46","5.171","-74.684","25.29","3.5","MLr_2","58","1.2","24","1.657","1.491","3.26","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-11 14:47:54","5.188","-74.701","22.07","1.7","MLr_2","17","1.1","48","2.600","2.240","7.32","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-11 15:44:58","5.188","-74.669","31.68","1.2","MLr_2","10","1.0","120","4.103","4.644","10.01","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-11 18:51:47","5.187","-74.67","21.95","1.1","MLr_2","7","0.7","136","3.441","3.038","9.03","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-12 01:09:48","5.167","-74.681","22.54","1.1","MLr_2","11","1.0","68","3.042","3.134","7.59","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-12 11:44:15","5.046","-74.564","39.18","2.0","MLr_2","18","0.8","57","2.615","2.314","4.35","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-13 21:38:24","5.263","-74.627","13.98","2.8","MLr_2","33","1.1","27","2.047","2.098","4.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-15 23:23:23","5.059","-74.722","27.88","0.9","MLr_2","12","0.2","68","1.556","1.556","3.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-16 15:58:22","5.18","-74.692","27.93","1.3","MLr_2","11","1.1","54","3.507","3.700","10.16","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-02-25 13:06:56","5.277","-74.671","22.07","1.0","MLr_2","6","0.7","193","3.590","5.411","8.25","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-03 05:22:22","5.277","-74.712","28.16","1.3","MLr_2","10","1.0","69","3.029","3.297","7.99","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-08 02:57:45","5.042","-74.698","16.3","1.2","MLr_2","12","0.4","161","1.626","1.626","2.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-08 03:32:49","5.014","-74.682","21.95","1.2","MLr_2","13","1.0","55","2.613","2.442","6.99","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-09 05:04:26","5.038","-74.679","34.02","1.7","MLr_2","22","1.0","35","2.220","1.991","5.05","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-09 18:35:27","5.166","-74.627","27.58","1.3","MLr_2","7","1.0","166","3.672","6.404","11.11","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-10 07:24:03","5.002","-74.643","27.93","1.0","MLr_2","10","1.0","74","2.972","3.946","10.45","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-10 10:10:31","5.025","-74.655","14.34","1.1","MLr_2","9","1.0","111","3.029","3.564","9.42","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-12 07:44:14","5.287","-74.72","20.19","0.7","MLr_2","8","0.2","264","1.768","1.768","1.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-18 08:57:11","5.048","-74.702","17.8","1.2","MLr_2","14","0.6","160","2.192","2.192","3.30","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-24 08:46:25","5.036","-74.707","22.07","1.0","MLr_2","6","0.9","103","3.030","4.264","10.11","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-03-30 01:22:20","5.222","-74.652","18.32","1.6","MLr_3","7","0.6","221","3.166","5.524","8.93","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-04-12 00:20:39","5.279","-74.618","28.16","1.6","MLr_2","17","0.9","69","2.559","2.255","5.42","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-04-16 20:02:13","5.169","-74.671","19.02","1.7","MLr_2","16","1.1","55","2.877","2.557","7.19","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-04-16 21:20:59","5.181","-74.687","2.45","0.9","MLr_2","10","0.8","213","4.525","4.525","7.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-04-28 03:42:54","5.049","-74.651","29.8","1.2","MLr_2","10","0.7","78","2.972","2.586","7.86","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-05-10 03:41:11","5.062","-74.696","21.31","1.1","MLr_2","13","0.6","207","2.687","2.687","3.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-05-14 10:53:55","5.154","-74.699","22.07","1.3","MLr_2","12","1.0","88","3.927","2.797","7.54","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-05-22 06:36:18","5.224","-74.65","27.46","0.9","MLr_2","8","1.0","131","3.949","4.721","10.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-06-07 14:38:32","5.378","-74.611","21.95","1.2","MLr_2","7","0.9","182","3.894","5.315","8.14","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-06-13 03:56:45","5.25","-74.624","27.93","1.0","MLr_2","7","1.0","90","3.104","3.190","10.07","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-06-14 05:32:29","5.048","-74.725","33.67","1.5","MLr_2","16","1.0","66","2.561","1.991","7.02","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-06-24 23:21:12","5.252","-74.628","27.23","1.4","MLr_2","12","0.9","90","3.490","2.634","7.68","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-06-29 18:01:24","5.032","-74.716","32.68","1.7","MLr_2","23","1.0","42","2.199","1.748","4.76","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-03 11:13:47","5.032","-74.715","21.13","1.1","MLr_2","7","0.7","203","3.682","6.012","10.67","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-07 05:44:10","5.093","-74.654","24.65","0.9","MLr_2","8","0.7","119","2.735","3.072","7.86","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-07 17:46:42","5.303","-74.714","15.98","1.1","MLr_2","5","0.8","170","6.735","3.597","10.04","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-18 07:11:28","5.142","-74.688","27.93","1.5","MLr_2","21","1.0","55","2.549","1.884","6.36","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-19 18:10:24","5.184","-74.685","3","0.9","MLr_2","10","0.4","214","1.626","1.626","2.90","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-22 21:52:43","5.16","-74.696","24.24","3.1","MLr_2","44","1.1","28","2.235","1.616","3.92","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-23 14:22:21","5.038","-74.677","28.4","1.5","MLr_2","17","1.0","53","2.759","1.990","6.78","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-25 22:51:49","5.2","-74.708","22.42","1.2","MLr_2","9","1.0","162","3.930","5.740","9.50","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-07-28 09:15:48","5.37","-74.703","26.52","1.5","MLr_2","14","1.0","72","2.676","2.400","6.17","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-08-01 05:30:07","5.307","-74.678","23.95","1.7","MLr_2","24","1.3","52","3.010","2.159","5.65","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-08-01 06:10:50","5.288","-74.665","24.88","1.2","MLr_2","10","1.1","119","3.626","5.802","9.76","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-08-09 22:08:23","5","-74.664","7.51","1.0","MLr_2","6","0.2","210","0.990","1.568","4.03","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-08-25 22:33:49","5.399","-74.64","28.05","1.1","MLr_2","6","1.2","121","5.174","5.363","10.25","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-08-29 11:17:49","5.161","-74.594","27.46","1.6","MLr_2","19","0.9","64","2.301","1.925","5.27","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-09-03 04:41:08","5.028","-74.669","29.16","2.5","MLr_2","43","1.3","32","1.886","1.483","3.64","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-09-06 02:04:23","5.281","-74.622","26.05","0.9","MLr_2","6","0.8","182","3.969","5.822","9.22","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-09-08 14:56:20","5.195","-74.659","18.4","1.0","MLr_2","13","0.4","113","1.131","1.131","1.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-09-20 07:58:52","5.231","-74.669","19.02","1.0","MLr_2","8","0.9","179","3.307","5.759","9.25","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-10-16 06:48:33","5.013","-74.715","18.09","1.0","MLr_2","8","0.7","127","5.057","3.021","10.69","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-10-17 10:07:57","5.14","-74.705","19.26","1.1","MLr_2","8","0.8","139","3.804","3.208","9.17","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-10-23 13:47:51","5.17","-74.691","21.95","1.5","MLr_2","15","0.9","76","2.952","1.802","6.52","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-11-10 19:58:21","5.181","-74.694","24.67","1.1","MLr_2","10","0.4","174","3.606","3.606","5.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-11-14 20:04:12","5.249","-74.668","21.72","0.9","MLr_2","8","0.9","136","4.063","6.371","9.41","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-11-18 15:28:48","5.051","-74.564","32.32","1.9","MLr_2","21","1.0","36","2.112","1.862","5.07","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-11-18 23:51:02","5.066","-74.547","29.8","1.4","MLr_2","18","1.1","74","2.047","2.456","5.38","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-11-21 06:07:22","5.277","-74.648","21.13","1.0","MLr_2","11","0.7","117","2.289","2.407","7.17","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-06 20:59:44","5.025","-74.723","33.26","2.2","MLr_2","34","1.1","31","2.111","1.551","4.23","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-10 10:19:38","5.298","-74.665","44.1","1.2","MLr_2","14","0.9","60","3.507","3.060","8.18","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-15 07:55:41","5.036","-74.6","25.12","1.2","MLr_2","12","0.8","119","3.533","3.217","7.06","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-21 07:57:47","5.049","-74.568","22.01","1.9","MLr_2","32","1.1","35","2.231","1.718","4.11","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-25 05:16:28","5.334","-74.637","30.27","1.4","MLr_2","14","1.3","62","3.574","4.092","8.87","Guaduas - Cundinamarca, Colombia","","","","manual"
"2022-12-26 15:23:29","5.323","-74.604","22.15","1.0","MLr_2","10","0.6","183","4.313","4.313","5.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-03 20:52:32","5.139","-74.642","22","0.7","MLr_2","7","0.2","148","3.818","3.818","10.90","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-06 19:31:05","5.013","-74.657","23.27","1.1","MLr_2","15","0.4","134","1.556","1.556","3.30","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-10 17:05:17","5.018","-74.729","21.95","1.1","MLr_2","10","1.1","126","4.040","4.166","11.27","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-14 18:09:03","5.087","-74.697","30.82","1.2","MLr_2","9","0.2","179","1.344","1.344","2.20","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-17 17:59:05","5.177","-74.701","3","1.0","MLr_2","9","0.3","211","1.556","1.556","2.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-01-20 14:04:29","5.36","-74.607","18.55","1.1","MLr_2","7","0.8","123","4.208","4.009","9.05","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-02-03 09:24:52","5.108","-74.67","3","1.1","MLr_2","11","0.4","213","1.202","1.202","2.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-02-12 22:58:03","5.089","-74.589","46.68","1.7","MLr_2","15","1.1","57","3.151","3.453","10.17","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-02-14 03:45:00","5.124","-74.576","36.48","1.8","MLr_2","22","1.0","58","2.377","2.300","4.97","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-02-17 03:23:04","5.193","-74.688","13.16","1.1","MLr_2","10","0.6","147","2.771","2.918","7.15","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-02-21 00:59:14","5.129","-74.677","27.93","1.0","MLr_2","12","1.0","109","2.819","3.658","9.85","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-03-14 22:36:11","5.3","-74.693","3.61","1.1","MLr_2","10","0.4","186","1.838","1.838","3.30","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-03-27 00:03:55","5.36","-74.629","26.52","1.3","MLr_2","9","1.0","93","5.052","3.289","9.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-03-30 01:33:25","5.242","-74.614","24.77","1.1","MLr_2","8","0.9","183","4.117","5.768","9.63","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-03-31 00:46:08","5.07","-74.694","35.66","1.6","MLr_2","22","1.0","54","3.342","2.118","6.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-02 19:03:49","5.178","-74.675","28.16","1.5","MLr_2","10","1.0","82","2.828","2.816","8.52","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-04 00:55:46","5.021","-74.586","10.32","0.9","MLr_2","12","0.3","188","1.131","1.131","2.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-10 13:38:08","5.222","-74.717","40.98","1.1","MLr_2","9","0.2","210","1.485","1.485","5.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-12 12:27:25","5.22","-74.697","26.98","0.8","MLr_2","10","0.5","177","3.182","3.182","4.30","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-13 05:08:34","5.051","-74.562","22.54","1.2","MLr_2","14","0.8","78","2.292","2.308","7.65","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-14 00:14:50","5.036","-74.583","62.12","1.2","MLr_2","10","0.2","179","1.131","1.131","3.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-23 07:27:39","5.385","-74.629","24.88","0.9","MLr_2","12","1.0","66","2.983","2.648","6.79","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-27 04:39:37","5.044","-74.681","15.98","0.8","MLr_2","7","0.7","139","3.576","3.141","8.95","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-04-28 23:58:26","5.239","-74.658","19.02","1.0","MLr_2","10","0.9","97","3.030","3.513","7.58","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-05-11 07:40:09","5.286","-74.643","36.37","1.1","MLr_2","10","0.9","101","4.407","3.121","8.69","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-06-07 17:23:05","5.008","-74.721","0","1.0","MLr_2","8","0.5","259","5.020","5.020","6.50","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-06-24 05:28:06","5.152","-74.647","25.12","1.0","MLr_2","8","0.9","141","3.859","7.439","10.99","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-06-29 00:26:58","5.424","-74.662","18.67","1.0","MLr_2","6","0.8","119","4.049","2.796","6.91","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-06-29 19:41:57","5.169","-74.697","0","0.6","MLr_2","8","0.7","143","1.980","1.980","4.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-06-30 09:48:05","5.148","-74.532","27.93","1.1","MLr_2","11","0.8","152","3.651","2.830","6.76","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-07-29 12:56:46","5.267","-74.607","23.95","1.3","MLr_2","12","0.8","95","2.666","2.655","6.53","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-08-08 02:54:49","5.03","-74.713","25.12","1.1","MLr_2","13","0.8","72","2.494","2.322","6.73","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-08-14 18:26:23","5.284","-74.646","30","1.4","MLr_2","16","1.5","105","4.243","4.243","6.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-09-12 02:26:34","5.04","-74.726","24.65","1.3","MLr_2","22","0.9","66","2.819","1.735","5.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-09-16 05:55:29","5.281","-74.666","24.12","1.0","MLr_2","8","0.3","179","2.404","2.404","3.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-09-17 05:51:32","5.245","-74.669","25.12","1.3","MLr_2","17","0.9","68","2.946","2.160","6.53","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-10-05 10:44:39","5.02","-74.734","27.99","1.8","MLr_2","25","1.0","49","2.383","1.702","5.28","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-10-21 04:08:14","5.048","-74.622","27.58","1.2","MLr_2","16","1.0","108","2.714","3.647","9.03","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-10-23 17:28:48","5.03","-74.713","25.12","1.2","MLr_2","9","0.8","178","3.107","5.979","11.19","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-11-19 13:59:37","5.038","-74.632","24.88","1.3","MLr_2","13","0.8","115","3.182","2.671","8.01","Guaduas - Cundinamarca, Colombia","","","","manual"
"2023-12-12 10:42:44","5.027","-74.641","25.12","1.4","MLr_2","20","1.0","79","3.323","2.392","6.61","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-01-07 07:58:11","5.261","-74.717","20.29","1.2","MLr_2","10","0.7","152","5.586","5.586","8.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-01-20 10:29:00","5.184","-74.643","30.27","1.5","MLr_2","12","0.9","150","4.230","4.246","9.20","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-01-22 23:11:20","5.15","-74.679","21.84","1.4","MLr_2","10","0.8","162","3.676","3.448","9.20","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-01-26 06:54:12","5.336","-74.635","15.27","1.5","MLr_2","20","1.2","78","4.722","3.665","10.38","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-03-08 15:05:15","5.081","-74.559","131.6","1.6","MLr_2","13","0.6","152","4.031","4.031","5.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-03-17 15:20:21","5.022","-74.58","21.95","1.6","MLr_2","9","0.6","143","3.375","2.672","8.72","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-04-02 05:11:57","5.056","-74.571","16.24","1.5","MLr_2","9","0.1","104","0.707","0.707","2.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-04-29 10:35:56","5.22","-74.623","22.46","0.9","MLr_2","9","0.3","277","2.758","2.758","2.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-01 11:13:49","5.034","-74.712","13.43","1.4","MLr_2","10","0.4","82","1.219","1.378","2.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-02 02:18:56","5.358","-74.612","30.98","2.1","MLr_2","34","1.1","41","2.692","2.078","4.51","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-09 06:56:25","5.178","-74.678","25.06","2.2","MLr_2","30","1.0","57","2.381","1.805","4.55","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-16 02:28:49","5.214","-74.729","21.84","1.5","MLr_2","15","1.0","110","3.176","2.717","6.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-17 04:44:38","5.027","-74.702","21","1.1","MLr_2","10","0.1","179","0.919","0.919","1.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-06-30 13:51:01","5.241","-74.615","28.16","1.3","MLr_2","9","0.9","146","4.121","6.365","10.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-07-01 00:23:53","5.076","-74.705","50.66","1.2","MLr_2","9","1.0","143","4.495","4.324","9.33","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-07-27 22:37:05","5.087","-74.696","22.54","1.7","MLr_2","17","0.9","59","3.083","2.415","7.33","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-07-31 22:15:41","5.068","-74.718","33.79","1.8","MLr_2","24","1.1","46","2.534","2.477","6.12","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-08-11 11:32:41","5.205","-74.699","26.52","1.9","MLr_2","21","1.0","54","2.188","2.117","5.77","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-08-27 03:05:05","5.362","-74.601","19.02","1.2","MLr_2","10","1.1","94","3.275","4.230","7.25","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-09-11 04:49:13","5.073","-74.665","26.64","1.1","MLr_2","13","0.8","70","2.272","2.743","8.25","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-09-12 08:33:16","5.093","-74.701","22.07","1.7","MLr_2","27","1.1","52","2.335","2.030","5.21","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-09-16 14:40:35","5.011","-74.715","25.82","1.9","MLr_2","25","1.1","66","3.036","2.361","6.18","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-03 11:08:06","5.009","-74.725","23.71","1.2","MLr_2","14","0.3","145","1.131","1.131","1.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-05 00:50:28","5.254","-74.686","22.54","1.5","MLr_2","17","1.1","64","2.860","2.480","6.68","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-08 07:22:20","5.247","-74.675","31.39","1.7","MLr_2","28","1.1","40","2.091","1.697","4.68","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-18 09:55:41","5.112","-74.705","29.34","1.4","MLr_2","9","1.0","107","3.720","4.815","11.02","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-20 22:54:50","5.038","-74.715","28.63","2.2","MLr_2","28","1.2","34","2.332","1.940","4.69","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-21 06:18:23","5.049","-74.705","42.93","1.2","MLr_2","13","1.1","53","3.577","4.786","10.24","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-22 09:30:13","5.042","-74.698","25.82","1.4","MLr_2","16","1.1","51","2.658","2.937","7.92","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-22 14:36:24","5.022","-74.721","0","1.2","MLr_2","16","0.7","136","1.768","1.768","4.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-24 17:01:11","5.054","-74.717","15","1.0","MLr_2","10","0.3","222","2.687","2.687","4.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-10-24 22:22:25","5.204","-74.598","21.37","1.0","MLr_2","10","0.3","227","2.758","2.758","3.20","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-11-08 15:35:08","5.288","-74.725","22.07","1.6","MLr_2","12","0.9","106","2.861","3.192","6.84","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-11-19 23:38:03","5.081","-74.668","0","1.0","MLr_2","14","0.6","212","1.202","1.202","2.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-11-21 03:30:30","5.144","-74.641","20.66","1.2","MLr_2","11","0.7","218","3.847","4.885","10.16","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-12-22 04:19:53","5.256","-74.627","16.37","1.3","MLr_2","19","0.5","169","1.131","1.131","1.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-12-25 09:40:37","5.013","-74.574","38.01","1.4","MLr_2","19","0.9","77","3.194","1.850","5.95","Guaduas - Cundinamarca, Colombia","","","","manual"
"2024-12-29 01:50:36","5.351","-74.602","21.57","1.3","MLr_2","15","0.4","119","1.061","1.061","2.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-01-28 12:05:59","5.323","-74.631","9.48","1.3","MLr_2","18","0.4","127","0.990","0.990","2.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-02-12 06:36:21","5.205","-74.707","12.2","1.0","MLr_2","18","0.4","227","1.556","1.556","2.40","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-03-22 10:57:49","5.192","-74.657","30","1.0","MLr_2","8","0.1","286","0.566","0.566","0.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-03-28 10:51:05","5.055","-74.713","24.65","1.8","MLr_2","22","0.8","70","3.055","2.227","6.22","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-05-12 21:54:38","5.008","-74.678","22.01","2.8","MLr_2","45","1.2","28","2.295","1.478","3.30","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-05-13 06:59:16","5.19","-74.588","19.02","1.2","MLr_2","14","0.6","113","3.501","1.980","7.17","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-05-20 04:43:54","5.205","-74.64","31.66","0.9","MLr_2","10","0.3","131","3.041","3.041","6.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-12 13:22:23","5.26","-74.637","25.12","1.9","MLr_2","16","0.9","96","4.373","2.899","8.74","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-12 23:37:19","5.123","-74.645","24.41","1.5","MLr_2","11","0.5","192","3.911","3.433","9.09","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-18 01:24:05","5.286","-74.68","0","1.3","MLr_2","12","0.4","269","5.020","5.020","6.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-19 05:49:24","5.333","-74.608","21.72","1.9","MLr_2","19","1.1","93","5.972","3.462","6.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-19 12:50:41","5.356","-74.597","22.07","2.4","MLr_2","25","1.2","72","2.749","2.619","6.00","Guaduas - Cundinamarca, Colombia","","","","manual"
