"Fecha-Hora  (UTC)","Lat(°)","Long(°)","Prof(Km)","Mag.","Tipo Mag.","Fases","Rms(Seg)","Gap(°)","Error Lat(Km)","Error Long(Km)","Error Prof(Km)","Region","QuakeML","Fases","Mapa","Estado"
"2025-02-14 13:15:18","5.146","-74.801","0","1.2","MLr_2","11","0.3","228","1.768","1.768","3.30","Honda - Tolima, Colombia","","","","manual"
"2025-02-17 02:32:25","5.221","-74.774","0","1.2","MLr_2","15","0.6","222","2.333","2.333","3.50","Honda - Tolima, Colombia","","","","manual"
"2025-02-22 08:15:19","5.187","-74.721","21.95","1.1","MLr_2","10","0.9","132","4.325","7.741","8.63","Honda - Tolima, Colombia","","","","manual"
"2025-03-01 09:17:43","5.142","-74.795","24.88","1.4","MLr_2","17","0.7","89","3.035","2.437","6.86","Honda - Tolima, Colombia","","","","manual"
"2025-03-07 05:11:48","5.191","-74.746","23.78","1.1","MLr_2","8","0.2","224","1.273","1.273","1.30","Honda - Tolima, Colombia","","","","manual"
"2025-03-16 03:34:29","5.133","-74.812","23.71","1.5","MLr_2","21","0.7","82","2.540","1.810","5.12","Honda - Tolima, Colombia","","","","manual"
"2025-05-09 08:30:01","5.112","-74.726","19.02","1.2","MLr_2","9","0.5","196","4.513","2.738","9.82","Honda - Tolima, Colombia","","","","manual"
"2025-05-23 18:20:58","5.246","-74.737","24.94","2.6","MLr_2","42","1.0","59","1.862","1.611","4.07","Honda - Tolima, Colombia","","","","manual"
"2025-05-29 06:17:26","5.229","-74.735","30.98","2.0","MLr_2","27","1.1","76","2.483","2.035","4.76","Honda - Tolima, Colombia","","","","manual"
"2025-06-10 04:29:26","5.116","-74.777","25","0.9","MLr_2","11","0.4","310","2.475","2.475","5.50","Honda - Tolima, Colombia","","","","manual"
"2025-06-19 18:06:57","5.216","-74.748","33.32","1.8","MLr_2","14","0.7","102","3.922","4.878","10.39","Honda - Tolima, Colombia","","","","manual"
"2025-06-28 08:15:13","5.085","-74.728","25.12","1.6","MLr_2","14","0.9","89","4.661","3.192","7.23","Honda - Tolima, Colombia","","","","manual"
"2025-07-14 07:15:26","5.119","-74.727","0","1.1","MLr_2","14","0.7","221","2.333","2.333","3.90","Honda - Tolima, Colombia","","","","manual"
"2025-07-21 15:47:21","5.247","-74.804","21.43","3.0","MLr_2","62","1.2","25","1.430","1.363","2.92","Honda - Tolima, Colombia","","","","manual"
