"CodigoEstacion","CodigoSensor","FechaObservacion","ValorObservado","NombreEstacion","Departamento","Municipio","ZonaHidrografica","Latitud","Longitud","DescripcionSensor","UnidadMedida"
"0023065180","0068","2020 Jan 21 10:00:00 AM","26.3","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 05:00:00 PM","23.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 09:00:00 AM","24.4","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 01:00:00 AM","22.9","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 06:00:00 PM","23.1","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 07:00:00 AM","22.2","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 12:00:00 PM","31.3","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 08:00:00 AM","23.1","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 01:00:00 PM","31.4","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 03:00:00 PM","25.8","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 02:00:00 PM","28","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 04:00:00 AM","22.5","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 03:00:00 AM","22.5","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 06:00:00 AM","22.1","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 07:00:00 PM","22.8","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 11:00:00 AM","29.8","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 02:00:00 AM","22.8","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 11:00:00 PM","21.7","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 09:00:00 PM","22.5","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 05:00:00 AM","22.3","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 08:00:00 PM","22.5","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 12:00:00 AM","22.7","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 04:00:00 PM","25.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 21 10:00:00 PM","22.3","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 08:00:00 PM","23.9","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 07:00:00 PM","24.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 09:00:00 AM","23.7","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 07:00:00 AM","21.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 11:00:00 AM","25.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 06:00:00 PM","25.9","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2020 Jan 22 02:00:00 PM","29.8","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2010 Oct 03 03:00:00 AM","19","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2012 Sep 18 12:00:00 AM","21.9","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2010 Jul 27 03:00:00 AM","19.7","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2018 Feb 24 09:00:00 AM","22","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2010 Jun 18 10:00:00 AM","28.6","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0023065180","0068","2015 Mar 12 04:00:00 AM","18.9","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
