system:index,RH_2m,datetime,.geo
20160103T13,71.33068266785804,2016-01-03 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T14,67.58674717458231,2016-01-03 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T15,63.83684850322248,2016-01-03 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T16,60.22756957328177,2016-01-03 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T17,57.05465320266789,2016-01-03 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T18,54.302653991951175,2016-01-03 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T19,53.93908327264463,2016-01-03 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T20,52.67296986486839,2016-01-03 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T21,52.81842392944417,2016-01-03 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T22,53.19373247588213,2016-01-03 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160103T23,59.47825656100167,2016-01-03 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T00,65.768231002328,2016-01-04 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T01,69.132650781371,2016-01-04 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T02,73.53291491638473,2016-01-04 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T03,75.29729735658847,2016-01-04 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T04,76.61324923881418,2016-01-04 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T05,78.75489878474343,2016-01-04 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T06,83.07705094136276,2016-01-04 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T07,80.56240320875688,2016-01-04 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T08,90.3098874051569,2016-01-04 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T09,92.33669517618854,2016-01-04 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T10,93.46466275252922,2016-01-04 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T11,93.99207000123106,2016-01-04 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T12,89.68429949167339,2016-01-04 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T13,88.0066941718765,2016-01-04 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T14,84.2463968658717,2016-01-04 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T15,75.66772669782043,2016-01-04 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T16,71.0608293767802,2016-01-04 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T17,66.05933207013653,2016-01-04 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T18,63.35252732990334,2016-01-04 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T19,61.505713725587555,2016-01-04 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T20,60.37005226482871,2016-01-04 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T21,61.883605139924924,2016-01-04 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T22,65.01345056485911,2016-01-04 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160104T23,76.31958964193221,2016-01-04 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T00,75.58883976532049,2016-01-05 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T01,73.78123509865819,2016-01-05 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T02,75.92339155377923,2016-01-05 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T03,78.75271035398065,2016-01-05 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T04,80.38169728186827,2016-01-05 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T05,81.12504299704636,2016-01-05 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T06,81.61031942500388,2016-01-05 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T07,78.82644222476574,2016-01-05 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T08,79.49708559789295,2016-01-05 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T09,77.50503268168923,2016-01-05 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T10,76.91505976807635,2016-01-05 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T11,78.35274040098868,2016-01-05 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T12,85.30056940067293,2016-01-05 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T13,80.1238066226652,2016-01-05 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T14,76.4988452129759,2016-01-05 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T15,73.43398159284676,2016-01-05 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T16,68.76840833976611,2016-01-05 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T17,63.60406442798512,2016-01-05 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T18,61.42197164523584,2016-01-05 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T19,64.25203864733479,2016-01-05 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T20,62.29863622415316,2016-01-05 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T21,61.86339485345602,2016-01-05 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T22,64.6441702798794,2016-01-05 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160105T23,70.49783120185703,2016-01-05 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T00,77.82752228793282,2016-01-06 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T01,83.98451259906426,2016-01-06 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T02,89.44574137162432,2016-01-06 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T03,86.29070467951406,2016-01-06 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T04,87.37808234744683,2016-01-06 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T05,89.41468472360742,2016-01-06 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T06,91.91676330139907,2016-01-06 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T07,85.28097517107531,2016-01-06 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T08,85.64634924462445,2016-01-06 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T09,84.13500257149867,2016-01-06 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T10,84.83854893477098,2016-01-06 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T11,84.9296017745598,2016-01-06 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T12,87.40192147477867,2016-01-06 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T13,81.59972092272082,2016-01-06 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T14,79.80144739135278,2016-01-06 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T15,74.71161275823202,2016-01-06 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
